id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
3466,"We Dem Boyz Wiz Khalifa Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock $ 1.99 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company",None,Blacc Hollywood ( Deluxe Version ),None,None,None,3:56,19-Aug-14
3467,Whip ( Bonus Track ) Famous to Most This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 3:40 17-Mar-15,None,Furious 7 ( Original Motion Picture Soundtrack ),"Soundtrack , Music",$ 1.29,None,None,None
3468,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:12 12-Dec-11",None,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],None,None,None,None,None
3469,"Shell Shocked ( feat . Kill the Noise & Madsonik ) [ From `` Teenage Mutant Ninja Turtles '' ] Juicy J , Wiz Khalifa & Ty Dolla $ ign Shell Shocked ( feat . Kill the Noise & Madsonik ) [ From `` Teenage Mutant Ninja Turtles '' ] - Single Hip-Hop , Music,Hip-Hop / Rap , Soundtrack",None,None,None,$ 1.29,2014 Paramount Pictures under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the World outside of the United States .,3:23,22-Jul-14
3470,We Dem Boyz Wiz Khalifa $ 1.99 19-Aug-14,None,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",None,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,None
3471,Burn Slow ( feat . Rae Sremmurd ) Wiz Khalifa Burn Slow ( feat . Rae Sremmurd ) - Single $ 1.29 3:42 4-Sep-15,None,None,"Hip-Hop/Rap , Music",None,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,None
3472,Whip ( Bonus Track ) Furious 7 ( Original Motion Picture Soundtrack ) This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 17-Mar-15,Famous to Most,None,"Soundtrack , Music",$ 1.29,None,3:40,None
3473,"Crazy Beautiful ( Live ) Crazy Beautiful - Single Pop , Music , Rock 2013 S-Curve Records 3:27 21-May-13",Andy Grammer,None,None,$ 1.29,None,None,None
3474,Co-Pilot Andy Grammer,None,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3475,Co-Pilot Andy Grammer $ 1.29 2014 S-Curve Records 3:04 5-Aug-14,None,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",None,None,None,None
3476,Co-Pilot $ 1.29 3:04,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",None,2014 S-Curve Records,None,5-Aug-14
3477,"Co-Pilot Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter 3:04 5-Aug-14",Andy Grammer,None,None,$ 1.29,2014 S-Curve Records,None,None
3478,Co-Pilot Magazines or Novels $ 1.29 3:04,Andy Grammer,None,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",None,2014 S-Curve Records,None,5-Aug-14
3479,Co-Pilot Magazines or Novels $ 1.29 3:04 5-Aug-14,Andy Grammer,None,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",None,2014 S-Curve Records,None,None
3480,"Co-Pilot Andy Grammer Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter $ 1.29 3:04 5-Aug-14",None,None,None,None,2014 S-Curve Records,None,None
3481,Co-Pilot Andy Grammer $ 1.29 2014 S-Curve Records,None,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",None,None,3:04,5-Aug-14
3482,Co-Pilot Andy Grammer $ 1.29 5-Aug-14,None,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",None,2014 S-Curve Records,3:04,None
3483,"Co-Pilot Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter $ 1.29 2014 S-Curve Records",Andy Grammer,None,None,None,None,3:04,5-Aug-14
3484,"Crazy Beautiful ( Live ) Pop , Music , Rock 21-May-13",Andy Grammer,Crazy Beautiful - Single,None,$ 1.29,2013 S-Curve Records,3:27,None
3485,Crazy Beautiful ( Live ) Crazy Beautiful - Single 2013 S-Curve Records 3:27,Andy Grammer,None,"Pop , Music , Rock",$ 1.29,None,None,21-May-13
3486,Co-Pilot Andy Grammer Magazines or Novels 3:04 5-Aug-14,None,None,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,None,None
3487,"Honey , I 'm Good . Honey , I 'm Good . - Single",Andy Grammer & Eli Young Band,None,"Country , Music",$ 1.29,2015 S-Curve Records,3:18,14-Jul-15
3488,Good To Be Alive ( Hallelujah ) Andy Grammer $ 1.29 24-Aug-15,None,Good To Be Alive ( Hallelujah ) - Single,"Pop , Music",None,2015 S-Curve Records,3:09,None
3489,"Co-Pilot Andy Grammer Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter $ 1.29 2014 S-Curve Records",None,None,None,None,None,3:04,5-Aug-14
3490,"That 's What I Like ( feat . Fitz ) Flo Rida Hip-Hop/Rap , Music , Rap 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:15 7-Apr-15",None,My House,None,$ 1.29,None,None,None
3491,Whip ( Bonus Track ) Furious 7 ( Original Motion Picture Soundtrack ) 17-Mar-15,Famous to Most,None,"Soundtrack , Music",$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:40,None
3492,"Ca n't Believe It ( feat . Pitbull ) Ca n't Believe It ( feat . Pitbull ) - Single Hip-Hop/Rap , Music , Rap 3:43 28-Jul-13",Flo Rida,None,None,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3493,Elevator ( feat . Timbaland ) Flo Rida $ 1.99 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:55,None,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",None,None,None,18-Mar-08
3494,Sugar ( Mondotek Remix Dub ) Sugar Remixes ( feat . Wynter ) $ 1.29 4:42,Flo Rida,None,"Hip-Hop/Rap , Music , Dirty South , Dance",None,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,2-Jun-09
3495,"Irresistible Step Up 3D ( Original Motion Picture Soundtrack ) Soundtrack , Music Album Only 2010 This compilation 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",Wisin & Yandel,None,None,None,None,3:06,14-Jul-10
3496,Good Feeling ( Seductive Remix ) Flo Rida $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 15-Nov-11,None,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",None,None,4:45,None
3497,Sweet Spot 2.0 ( feat . Jennifer Lopez ) Flo Rida Wild Ones 3:11 22-Jun-12,None,None,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3498,Birthday Flo Rida Birthday - Single $ 0.99 5:04,None,None,"Hip-Hop/Rap , Music",None,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,4-Dec-07
3499,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Flo Rida Hip-Hop/Rap , Music , Rap , Electronic , World , Dance $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 22-Jun-12",None,Wild Ones,None,None,None,3:11,None
3500,"Tempest Deftones Furious 7 ( Original Motion Picture Soundtrack ) [ Deluxe Version ] Soundtrack , Music 17-Mar-15",None,None,None,Album Only,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,6:05,None
3501,Elevator ( feat . Timbaland ) Flo Rida $ 1.99 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 17-Mar-08,None,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",None,None,3:55,None
3502,"Turn Around , Pt. 2 Turn Around , Pt. 2 - Single Hip-Hop/Rap , Music , Rap , Electronic , Dirty South , Dance $ 1.29 3:58 17-May-11",Flo Rida & Pitbull,None,None,None,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3503,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:11",Flo Rida,Wild Ones,None,$ 1.29,None,None,22-Jun-12
3504,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ DiscoTech Remix ] Flo Rida I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ DiscoTech Remix ] - Single Dance , Music $ 1.29 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company",None,None,None,None,None,4:26,30-Jun-15
3505,"Elevator ( feat . Timbaland ) Flo Rida Mail On Sunday ( Deluxe Version ) Hip-Hop/Rap , Music , Dirty South 3:55 17-Mar-08",None,None,None,$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3506,"Money Right ( feat . Rick Ross & Brisco ) Hip-Hop/Rap , Music , Pop , Dirty South 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",Flo Rida,Mail On Sunday,None,$ 1.29,None,3:16,18-Mar-08
3507,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] Flo Rida I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] - Single Dance , Music $ 1.29 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company",None,None,None,None,None,3:19,10-Jul-15
3508,Money Right ( feat . Rick Ross & Brisco ) 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 18-Mar-08,Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,None,3:16,None
3509,Good Feeling ( Seductive Remix ) Flo Rida $ 1.29 4:45,None,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",None,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,15-Nov-11
3510,GDFR ( feat . Sage the Gemini and Lookas ) [ K. Theory Remix ] Flo Rida GDFR ( feat . Sage the Gemini and Lookas ) [ Remixes ] - Single 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:07 21-Jan-15,None,None,"Hip-Hop/Rap , Music",$ 1.29,None,None,None
3511,"Money Right ( feat . Rick Ross & Brisco ) Flo Rida Hip-Hop/Rap , Music , Pop , Dirty South $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16",None,Mail On Sunday,None,None,None,None,18-Mar-08
3512,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Only One Flo , Pt. 1 $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",Flo Rida,None,"Hip-Hop/Rap , Music , Rap , Dirty South",None,None,3:36,24-Nov-10
3513,Sweet Spot 2.0 ( feat . Jennifer Lopez ) 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 22-Jun-12,Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,None,3:11,None
3514,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Wild Ones Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 3:11",Flo Rida,None,None,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,22-Jun-12
3515,Sweet Spot 2.0 ( feat . Jennifer Lopez ) Flo Rida Wild Ones $ 1.29 3:11,None,None,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",None,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,22-Jun-12
3516,"Tell Me When You Ready ( feat . Future ) Tell Me When You Ready ( feat . Future ) - Single Hip-Hop/Rap , Music , Rap 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 14-May-13",Flo Rida,None,None,$ 1.29,None,2:46,None
3517,"Ca n't Believe It ( feat . Pitbull ) [ Radio Edit ] Flo Rida Ca n't Believe It ( feat . Pitbull ) [ Radio Edit ] - Single Hip-Hop/Rap , Music $ 1.29",None,None,None,None,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:40,10-Sep-13
3518,How I Feel ( Bang La Decks Radio Mix ) Flo Rida How I Feel ( Remixes ) - EP,None,None,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14
3519,"How I Feel ( Bang La Decks Radio Mix ) Hip-Hop/Rap , Music , Rap , Electronic , Dance 5:00",Flo Rida,How I Feel ( Remixes ) - EP,None,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,21-Jan-14
3520,"How I Feel ( Bang La Decks Radio Mix ) Hip-Hop/Rap , Music , Rap , Electronic , Dance 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 21-Jan-14",Flo Rida,How I Feel ( Remixes ) - EP,None,$ 1.29,None,5:00,None
3521,How I Feel ( Bang La Decks Radio Mix ) 21-Jan-14,Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,None
3522,"How I Feel ( Bang La Decks Radio Mix ) How I Feel ( Remixes ) - EP Hip-Hop/Rap , Music , Rap , Electronic , Dance $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 5:00",Flo Rida,None,None,None,None,None,21-Jan-14
3523,"How I Feel ( Bang La Decks Radio Mix ) How I Feel ( Remixes ) - EP Hip-Hop/Rap , Music , Rap , Electronic , Dance 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 21-Jan-14",Flo Rida,None,None,$ 1.29,None,5:00,None
3524,Wave ( MOTi Remix ) $ 1.29 This Compilation 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:46,Crystal Fighters,Atlantic Records Miami 2014,"Dance , Music",None,None,None,1-Apr-14
3525,GDFR ( feat . Sage the Gemini and Lookas ) [ K. Theory Remix ] Flo Rida $ 1.29,None,GDFR ( feat . Sage the Gemini and Lookas ) [ Remixes ] - Single,"Hip-Hop/Rap , Music",None,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:07,21-Jan-15
3526,"Good Feeling ( Seductive Remix ) Good Feeling ( Remixes ) Dance,Music,Hip-Hop / Rap , Rap , Electronic 15-Nov-11",Flo Rida,None,None,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,None
3527,Good Feeling ( Seductive Remix ) Flo Rida,None,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3528,Good Feeling ( Seductive Remix ) Good Feeling ( Remixes ) $ 1.29 4:45 15-Nov-11,Flo Rida,None,"Dance,Music,Hip-Hop / Rap , Rap , Electronic",None,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3529,"Good Feeling ( Seductive Remix ) Flo Rida Dance,Music,Hip-Hop / Rap , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:45 15-Nov-11",None,Good Feeling ( Remixes ),None,None,None,None,None
3530,Wild Ones ( Guy Scheiman Vocal Remix ) Flo Rida 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 7:13 10-Feb-12,None,Wild Ones ( Remixes ) [ feat . Sia ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",$ 1.29,None,None,None
3531,Wild Ones ( Guy Scheiman Vocal Remix ) Flo Rida Wild Ones ( Remixes ) [ feat . Sia ] 7:13,None,None,"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,10-Feb-12
3532,Wild Ones ( Guy Scheiman Vocal Remix ) $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Flo Rida,Wild Ones ( Remixes ) [ feat . Sia ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",None,None,7:13,10-Feb-12
3533,"Wild Ones ( Guy Scheiman Vocal Remix ) Flo Rida Dance,Music,Hip-Hop / Rap , Rap , Electronic , World $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 10-Feb-12",None,Wild Ones ( Remixes ) [ feat . Sia ],None,None,None,7:13,None
3534,"Wild Ones ( Guy Scheiman Vocal Remix ) Wild Ones ( Remixes ) [ feat . Sia ] Dance,Music,Hip-Hop / Rap , Rap , Electronic , World 10-Feb-12",Flo Rida,None,None,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,7:13,None
3535,Wild Ones ( Dave Winnel 's Godspeed Mix ) 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 6:02,Flo Rida,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,"Dance,Music,Electronic,Hip-Hop / Rap , Rap , World",$ 1.29,None,None,24-Apr-12
3536,"Wild Ones ( Dave Winnel 's Godspeed Mix ) Dance,Music,Electronic,Hip-Hop / Rap , Rap , World 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 6:02",Flo Rida,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,None,$ 1.29,None,None,24-Apr-12
3537,"Wild Ones ( Dave Winnel 's Godspeed Mix ) Flo Rida Dance,Music,Electronic,Hip-Hop / Rap , Rap , World 24-Apr-12",None,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,None,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:02,None
3538,Wild Ones ( Dave Winnel 's Godspeed Mix ) Flo Rida Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 6:02 24-Apr-12,None,None,"Dance,Music,Electronic,Hip-Hop / Rap , Rap , World",None,None,None,None
3539,"Whistle ( Digi Remix ) Flo Rida Dance,Music,Electronic,Hip-Hop / Rap , Rap $ 1.29",None,Whistle ( Remixes ) - Single,None,None,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:31,26-Jun-12
3540,Whistle ( Digi Remix ) $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 26-Jun-12,Flo Rida,Whistle ( Remixes ) - Single,"Dance,Music,Electronic,Hip-Hop / Rap , Rap",None,None,3:31,None
3541,Whistle ( Digi Remix ) $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:31 26-Jun-12,Flo Rida,Whistle ( Remixes ) - Single,"Dance,Music,Electronic,Hip-Hop / Rap , Rap",None,None,None,None
3542,"Who Dat Girl ( Hardwell Instrumental ) Who Dat Girl ( feat . Akon ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Rap 11-Jan-11",Flo Rida,None,None,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,None
3543,Who Dat Girl ( Hardwell Instrumental ) Flo Rida Who Dat Girl ( feat . Akon ) [ Remixes ] $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 5:24 11-Jan-11,None,None,"Dance,Music,Hip-Hop / Rap , Rap",None,None,None,None
3544,"Who Dat Girl ( Hardwell Instrumental ) Flo Rida Dance,Music,Hip-Hop / Rap , Rap",None,Who Dat Girl ( feat . Akon ) [ Remixes ],None,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3545,Who Dat Girl ( Hardwell Instrumental ) Flo Rida 5:24 11-Jan-11,None,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3546,Who Dat Girl ( Hardwell Instrumental ) $ 1.29 5:24,Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",None,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,11-Jan-11
3547,"Who Dat Girl ( Hardwell Instrumental ) Dance,Music,Hip-Hop / Rap , Rap $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 5:24 11-Jan-11",Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],None,None,None,None,None
3548,"Who Dat Girl ( Hardwell Instrumental ) Flo Rida Who Dat Girl ( feat . Akon ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Rap 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 11-Jan-11",None,None,None,$ 1.29,None,5:24,None
3549,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09",Flo Rida,None,None,None,None,None,19-Apr-11
3550,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,None,5:09,19-Apr-11
3551,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Flo Rida Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 19-Apr-11",None,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]",None,None,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,None
3552,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 19-Apr-11",Flo Rida,None,"Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,None,5:09,None
3553,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Flo Rida Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09 19-Apr-11",None,None,None,None,None,None,None
3554,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] $ 1.29 5:09 19-Apr-11",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",None,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,None
3555,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Flo Rida 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09",None,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,None,None,19-Apr-11
3556,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09 19-Apr-11",Flo Rida,None,None,$ 1.29,None,None,None
3557,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Flo Rida Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 19-Apr-11",None,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]",None,None,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,None
3558,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic 5:09 19-Apr-11",Flo Rida,None,None,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,None
3559,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09 19-Apr-11",Flo Rida,None,None,None,None,None,None
3560,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",Flo Rida,None,None,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3561,Good Feeling ( Seductive Remix ) Flo Rida Good Feeling ( Remixes ) 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:45 15-Nov-11,None,None,"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,None,None,None
3562,"Hot Mess ( Nervo Remix ) Cobra Starship Atlantic Dance , Vol . 1 - The Radio Edits 3:57",None,None,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,9-Aug-10
3563,Club Ca n't Handle Me ( Ridney Remix ) 6:10 17-Aug-10,Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
