_id,ltable_id,rtable_id,label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released
116,1264,28015,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,None,One Love ( Deluxe Version ),"Dance , Music",None,None,2:51,21-Aug-09,No Money no Love ( feat . Elliphant & Ms. Dynamite ) Dance & Electronic 3:57,David Guetta,Listen ( Deluxe ),None,$ 1.29,2015 If Moving Your Mine,None,"November 24 , 2014"
117,3175,42596,0,"The Breath You Take George Strait Album Only 2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC. 14-Jun-11",None,"Now That 's What I Call Country , Vol . 4","Country , Music",None,None,3:34,None,If You 're Thinking You Want A Stranger ( There 's One Coming Home ) Strait Country Country $ 1.29,George Strait,None,None,None,( C ) 1981 MCA Records Inc.,2:57,"September 23 , 1987"
118,1266,34905,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,None,21-Aug-09,One Love ( Feat . Estelle ) 4:01,David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,None,"August 21 , 2009"
119,3378,7377,0,True Colors ( feat . Nicki Minaj ) Blacc Hollywood,Wiz Khalifa,None,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,None,None,None,None,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,"August 19 , 2014"
120,1753,37547,0,"Get Low ( Neo Fresco Remix ) Get Low ( Remixes ) - EP Dance , Music 4:42 2-Jun-15",Dillon Francis & DJ Snake,None,None,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",None,None,"Que Que feat . Maluca ( Toy Selectah Remix ) Dillon Francis & Diplo Dance & Electronic $ 0.99 4:50 August 23 , 2011",None,Que Que Remix EP,None,None,2011 Mad Decent,None,None
121,1079,9500,0,"Masterpiece ( feat . Jordan Rakei ) Disclosure Electronic , Music , Dance , Garage , House , Rock",None,Caracal,None,Album Only,"2015 Island Records , a division of Universal Music Operations Limited",4:01,None,"Willing & Able [ feat . Kwabs ] Disclosure Caracal ( Deluxe ) ( C ) 2015 Island Records , a division of Universal Music Operations Limited 4:52",None,None,"Electronica , Dance & Electronic",$ 1.29,None,None,"September 25 , 2015"
122,3451,7344,0,Remember You ( feat . The Weeknd ) 4-Dec-12,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,None,"Hope ( feat . Ty Dolla $ ign ) [ Explicit ] 5:24 August 19 , 2014",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,None
123,1183,31278,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) 2:51,David Guetta,None,"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,None,21-Aug-09,"Whoremonger ( Album Version ( Explicit ) ) [ Explicit ] $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc. 1:02 May 20 , 2003",David Banner,Mississippi-The Album ( Explicit Version ),Pop,None,None,None,None
124,2020,28341,0,"If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ Complete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",None,None,None,None,None,None,None,"Carolina Rain ( Live in Cork ) Ryan Adams $ 0.99 2012 PAXAM RECORDS 5:41 August 9 , 2012",None,Live After Deaf ( Cork ),"Folk , Rock",None,None,None,None
125,1776,33397,1,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ] Nicky Jam Hits 4:46 9-Sep-14",Nicky Jam,None,"Latin Urban , Music , Latino",$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,None,None,"Piensas en MÌ _ ( Remix ) International , Latin Music $ 0.99",Nicky Jam,Nicky Jam Hits,None,None,( C ) 2014 Codiscos S.A.S.,4:46,"September 9 , 2014"
126,5852,32665,0,Baby ( Bonus Video ) ‰ ãÑ 2010 The Island Def Jam Music Group,Justin Bieber,My World 2.0 ( Bonus Track Version ),"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.99,None,3:39,23-Mar-10,"Baby ( Acoustic Version ) ( C ) 2011 The Island Def Jam Music Group February 8 , 2011",Justin Bieber,My Worlds Acoustic [ + Video ] [ + Digital Booklet ],Pop,$ 1.29,None,3:35,None
127,5147,43679,0,"Take Care ( feat . Rihanna ) Take Care ( Deluxe Version ) Hip-Hop/Rap , Music $ 1.29",Drake,None,None,None,‰ ãÑ 2011 Cash Money Records Inc.,4:37,15-Nov-11,The Real Her [ feat . Andre 3000 ] [ Explicit ] Rap & Hip-Hop $ 1.29 ( C ) 2012 Cash Money Records Inc.,Drake,Take Care ( Deluxe Edition ) [ Explicit ],None,None,None,5:21,"March 20 , 2012"
128,1260,54194,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,None,None,21-Aug-09,When Love Takes Over ( feat . Kelly Rowland ) [ Electro Radio Edit ] $ 0.99,David Guetta,When Love Takes Over ( feat . Kelly Rowland ),Dance & Electronic,None,"( C ) 2015 The Valory Music Co. , LLC",3:02,"May 5 , 2009"
129,4890,35775,0,Sorry for Party Rocking Sorry for Party Rocking ( Deluxe Version ) $ 1.29 3:23,LMFAO,None,"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",None,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",None,21-Jun-11,"Party Rock Anthem ( Made Famous By Lmfao Feat Lauren Bennett & Goon Rock ) ( Karaoke Version ) International $ 0.89 ( c ) 2011 BGM Industrias del Disco S.A. ( Magenta Discos ) July 14 , 2011",Lmfao Feat Lauren Bennett & Goon Rock Karaoke Band,Party rock anthem ( Karaoke ),None,None,None,4:24,None
130,624,8814,0,"Centuries ( Gazzo Remix ) Centuries ( Gazzo Remix ) - Single Alternative , Music , Rock $ 1.29 4:19",Fall Out Boy,None,None,None,"2014 Island Records , a division of UMG Recordings , Inc.",None,22-Dec-14,"Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Dance & Electronic $ 0.99 April 10 , 2015",Boy Face,None,None,None,2015 Perpetual Motions Ent . / F Pac Records/FROGG LIFE,2:32,None
131,2782,31534,1,"Speakers Sam Hunt Montevallo $ 1.29 2014 MCA Nashville , a Division of UMG Recordings , Inc.",None,None,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock",None,None,3:46,27-Oct-14,Speakers Sam Hunt Montevallo Country $ 1.29 3:48,None,None,None,None,"( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc.",None,"October 27 , 2014"
132,3358,39320,1,Cameras Wiz Khalifa Rolling Papers 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29,None,None,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ 1.29,None,None,28-Mar-11,Cameras [ Clean ] Wiz Khalifa Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None,None,None,None,4:29,"March 28 , 2011"
133,1022,9526,0,"Masterpiece ( feat . Jordan Rakei ) Disclosure Album Only 2015 Island Records , a division of Universal Music Operations Limited",None,Caracal,"Electronic , Music , Dance , Garage , House , Rock",None,None,4:01,None,"Magnets [ feat . Lorde ] Disclosure Caracal $ 1.29 September 25 , 2015",None,None,"Electronica , Dance & Electronic",None,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",3:19,None
134,6314,20460,0,"Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ) $ 1.29 ‰ ãÑ 2009 Downtown Music , LLC . 4:03",Major Lazer,Guns Do n't Kill People ... Lazers Do,"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",None,None,None,2009,Cash Flow [ feat . Jah Dan ] Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],Major Lazer,None,"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",4:06,"June 3 , 2015"
135,4726,40156,0,Rock N ' Roll ( Will Take You to the Mountain ) Skrillex More Monsters and Sprites,None,None,"Dance , Music , House , Rock , Electronic",$ 1.99,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:34,21-Jun-11,"All I Ask Of You ( Feat . Penny ) Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic , Dubstep ( c ) 2013 Digitop Ltd 5:40 December 21 , 2010",Skrillex,None,None,$ 1.29,None,None,None
136,1231,55245,0,"Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ] Titanium ( Remixes ) [ feat . Sia ] 2011 What A Music Ltd , licence exclusive Parlophone Music France 6:37 20-Jan-12",David Guetta,None,"Dance , Music , Electronic",$ 0.99,None,None,None,Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ] David Banner Rap & Hip-Hop $ 0.99 2013 b.i.G. f.a.c.e. Ent,None,Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ],None,None,None,3:47,"December 20 , 2011"
137,1277,28012,0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta Dance , Music 2:51 21-Aug-09",None,One Love ( Deluxe Version ),None,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,None,None,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe ) 2015 If Moving Your Mine 3:20 November 24 , 2014",David Guetta,None,Dance & Electronic,$ 1.29,None,None,None
138,1158,21574,0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] 4:42",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","Dance , Music",$ 1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",None,12-May-15,Hey Mama ( Zia Moz Remix ) Hey Mama Dance & Electronic $ 0.99 3:12,"Zia Moz feat . David Guetta , Bebe Rexha , Nicki Minaj and Afrojack",None,None,None,"2015 Zia Moz , David Guetta , Onika Maraj , Giorgio Tuinfort , Nick van de Wall , Ester Dean , Bebe Rexha , Sean Douglas",None,"June 1 , 2015"
139,836,23706,1,6PM In New York If You 're Reading This It 's Too Late 13-Feb-15,Drake,None,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2015 Cash Money Records Inc.,4:43,None,"6PM In New York [ Explicit ] $ 1.29 February 13 , 2015",Drake,If You 're Reading This It 's Too Late [ Explicit ],Rap & Hip-Hop,None,( C ) 2015 Cash Money Records Inc.,4:43,None
140,3850,9120,1,"Chevy Van Caldwell County - EP Country , Music , Contemporary Country 2:48",Eric Church,None,None,$ 1.29,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",None,14-Jan-11,"Chevy Van Caldwell County EP ( C ) 2011 EMI Records Nashville January 14 , 2011",Eric Church,None,Country,$ 1.29,None,2:48,None
141,5059,34879,0,Delirious ( feat . Tara McDonald ) ‰ ãÑ 2007 Gum Records 4:31,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ 1.29,None,None,18-Sep-07,"One Love ( Feat . Estelle ) David Guetta One Love ( Deluxe Version ) $ 1.29 August 21 , 2009",None,None,Dance & Electronic,None,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:01,None
142,2022,28261,0,"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12",Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],None,$ 0.99,None,5:10,None,"The Rescue Blues ( Live in London 1 ) $ 0.99 2012 PAXAM RECORDS 3:25 July 2 , 2012",Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",None,None,None,None
143,3327,34307,0,Remember You ( feat . The Weeknd ) 5:20 4-Dec-12,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None,"Bluffin ( feat . Berner ) [ Explicit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] Rap & Hip-Hop $ 1.29 December 4 , 2012",None,None,None,None,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:32,None
144,5208,22907,0,That Ai n't Me ( feat . Jay Sean ) I Am Not a Human Being $ 1.29 4:02 15-Nov-10,Lil Wayne & Jay Sean,None,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",None,‰ ãÑ 2010 Cash Money Records Inc.,None,None,"Love Me ( Album Version ( Explicit ) ) [ feat . Drake ] [ Explicit ] Lil Wayne I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ] $ 1.29 2005 Secretly Canadian 4:15 March 26 , 2013",None,None,Rap & Hip-Hop,None,None,None,None
145,1263,31287,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09,David Guetta,One Love ( Deluxe Version ),"Dance , Music",None,None,None,None,"Phone Tap ( Album Version ( Explicit ) ) [ Explicit ] David Banner Mississippi-The Album ( Explicit Version ) May 20 , 2003",None,None,Pop,$ 0.69,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",1:52,None
146,3312,34336,0,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 4-Dec-12,None,None,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,None,"The Plan ( feat . Juicy J ) [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States December 4 , 2012",Wiz Khalifa,O.N.I.F.C. [ Explicit ],None,None,None,4:54,None
147,1542,41566,0,Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",None,None,5:06,None,Intro ( Scary Fairy ) [ Live From Washington State ] Somewhere In The Stratosphere ( C ) 2005 MCA Nashville,Shinedown,None,Rock,$ 1.29,None,1:02,"April 18 , 2011"
148,5082,40476,0,Voices ( feat . Sasha Keable ) Disclosure,None,Settle ( Deluxe Version ),"Electronic , Music",$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:09,15-Apr-14,"Help Me Lose My Mind [ feat . London Grammar ] Disclosure Electronica , Dance & Electronic $ 1.29",None,Settle,None,None,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",4:05,"June 11 , 2013"
149,6532,38301,1,"Space Bound Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap $ 1.29 4:38 21-Jun-10",Eminem,Recovery ( Deluxe Edition ),None,None,‰ ãÑ 2010 Aftermath Records,None,None,"Space Bound [ Explicit ] Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ] Gangsta & Hardcore , Rap & Hip-Hop $ 1.29 ( C ) 2010 Aftermath Records June 21 , 2010",Eminem,None,None,None,None,4:39,None
150,3324,7403,1,We Dem Boyz Blacc Hollywood ( Deluxe Version ) $ 1.99 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56,Wiz Khalifa,None,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",None,None,None,19-Aug-14,We Dem Boyz [ Explicit ] $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,None,None,3:45,"August 19 , 2014"
151,2731,17200,0,Whateva ( feat . Monty ) 2015 300 Entertainment/RGF Productions 5:11,Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,None,None,None,"How We Do Things ( feat . Monty ) [ Explicit ] Rap & Hip-Hop $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves September 25 , 2015",Fetty Wap,Fetty Wap [ Explicit ],None,None,None,3:31,None
152,276,53019,0,"VHS Outro ( Interlude ) Alternative , Music , Rock , Adult Alternative $ 1.29 2015 KIDinaKORNER/Interscope Records 1:25",X Ambassadors,VHS,None,None,None,None,30-Jun-15,Adam & Noah 's Priorities ( Interlude ) VHS [ Explicit ],X Ambassadors,None,Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:27,"June 30 , 2015"
153,3372,7437,0,True Colors ( feat . Nicki Minaj ) Blacc Hollywood $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:15,Wiz Khalifa,None,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",None,None,None,19-Aug-14,"So High ( feat . Ghost Loft ) [ Explicit ] Wiz Khalifa Blacc Hollywood [ Explicit ] $ 1.29 4:09 August 19 , 2014",None,None,Rap & Hip-Hop,None,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,None
154,5080,9487,0,"Defeated No More ( feat . Edward Macfarlane ) Settle ( Deluxe Version ) Electronic , Music 15-Apr-14",Disclosure,None,None,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",6:07,None,"Magnets [ feat . Lorde ] Caracal ( Deluxe ) Electronica , Dance & Electronic $ 1.29 ( C ) 2015 Island Records , a division of Universal Music Operations Limited 3:19 September 25 , 2015",Disclosure,None,None,None,None,None,None
155,6047,4667,1,"G.U.Y. Pop , Music , Dance , Rock $ 1.29 ‰ ãÑ 2013 Interscope Records 3:52 11-Nov-13",Lady Gaga,ARTPOP,None,None,None,None,None,G.U.Y. [ Clean ] $ 1.29,Lady Gaga,Artpop [ Clean ],Pop,None,( C ) 2013 Interscope Records,3:52,"November 11 , 2013"
156,1623,27506,0,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Leave a Whisper ( Deluxe Version ) Rock , Music , Hard Rock , Alternative $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States",None,None,None,None,None,3:59,27-May-03,Simple Man [ Acoustic ] Leave A Whisper ( Deluxe ) Rock 5:20,Shinedown,None,None,$ 1.29,2015 Mad Decent,None,"May 27 , 2003"
157,1278,27994,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,None,None,"Dance , Music",None,None,2:51,21-Aug-09,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe ) 3:20 November 24 , 2014",None,None,Dance & Electronic,$ 1.29,2015 If Moving Your Mine,None,None
158,3255,4532,0,Applause ( Goldhouse Remix ) Applause ( Remixes ) $ 1.29 2013 Interscope Records 30-Sep-13,Lady Gaga,None,"Pop , Music , Electronic , Rock",None,None,4:34,None,"Applause ( Empire Of The Sun Remix ) Lady Gaga Applause ( Remixes ) $ 1.29 ( C ) 2013 Interscope Records September 30 , 2013",None,None,Pop,None,None,4:08,None
159,4384,23361,1,Tackle Box Luke Bryan,None,I 'll Stay Me,"Country , Music , Contemporary Country , Pop",$ 1.29,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",4:02,14-Aug-07,"Tackle Box Luke Bryan I 'll Stay Me Country ( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",None,None,None,$ 1.29,None,4:02,"August 14 , 2007"
160,5993,38107,0,"Because of You Reba Duets Country , Music , Honky Tonk , Contemporary Country",Kelly Clarkson & Reba McEntire,None,None,$ 1.99,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",3:42,18-Sep-07,"The Fear Of Being Alone ( Album Version ) Reba McEntire ( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",None,Reba # 1 's,"Country , Contemporary Country",$ 1.29,None,3:02,"November 22 , 2005"
161,3461,7348,0,"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap 5:20 4-Dec-12",None,None,None,$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None,House In The Hills ( feat . Curren $ y ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:52,None,None,None,None,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,"August 19 , 2014"
162,3887,16397,1,"X2CU Jason Derulo Everything Is 4 Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B $ 1.29 2015 Warner Bros. . Records Inc. 5:13",None,None,None,None,None,None,29-May-15,X2CU Jason Derulo Pop 2011 Because Music,None,Everything Is 4 [ Clean ],None,$ 1.29,None,5:14,"June 1 , 2015"
163,1312,28011,0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",None,None,None,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,None,21-Aug-09,Shot me Down ( feat . Skylar Grey ) [ Radio Edit ] David Guetta Listen ( Deluxe ) Dance & Electronic $ 1.29 3:11,None,None,None,None,2015 If Moving Your Mine,None,"November 24 , 2014"
164,1314,34035,0,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) David Guetta Nothing But the Beat Dance , Music , House , Electronic , Rock",None,None,None,$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,"I Can Only Imagine ( feat . Chris Brown & Lil Wayne ) David Guetta Dance & Electronic 2015 Real Sounds 3:29 August 26 , 2011",None,Nothing But the Beat 2.0 [ Explicit ],None,$ 0.99,None,None,None
165,361,37081,0,"Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ] Major Lazer Electronic , Music , Dance $ 1.29 1-Nov-11",None,Original Don ( feat . The Partysquad ) [ Remixes ] - EP,None,None,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,3:38,None,"Powerful ( Michael Calfan Remix ) [ feat . Ellie Goulding ] Powerful ( Remixes ) ( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States 5:27 September 11 , 2015",Major Lazer,None,"Electronica , Dance & Electronic",$ 1.29,None,None,None
166,4610,26152,1,"I Thought You Knew Country , Music , Honky Tonk , Contemporary Country $ 1.29 1999 Capitol Records Nashville 19-Oct-99",Keith Urban,Keith Urban,None,None,None,3:51,None,"I Thought You Knew Country ( C ) 1999 Capitol Records Nashville 3:51 October 19 , 1999",Keith Urban,Keith Urban,None,$ 1.29,None,None,None
167,6855,7373,0,Get Your S ** t Wiz Khalifa ‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:36,None,Rolling Papers ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.29,None,None,28-Mar-11,You And Your Friends ( feat . Snoop Dogg & Ty Dolla $ ign ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:06,None,Blacc Hollywood ( Deluxe ) [ Explicit ],None,$ 1.29,None,None,"August 19 , 2014"
168,4058,40164,0,"Kill Everybody ( Bare Noize Remix ) Skrillex Dance , Music , House , Electronic",None,Scary Monsters and Nice Sprites,None,$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,"Kill Everybody Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic , Dubstep $ 1.29 ( c ) 2013 Digitop Ltd 4:58 December 21 , 2010",Skrillex,None,None,None,None,None,None
169,1897,51626,1,"Love Song Try This Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance 2003 Arista Records , Inc. 10-Nov-03",P!NK,None,None,$ 0.99,None,2:28,None,"Love Song Pop $ 0.99 CWM records November 11 , 2003",P!nk,Try This [ Explicit ],None,None,None,2:27,None
170,3354,17660,1,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,None,None,"Hip-Hop/Rap , Music",None,None,None,17-Apr-09,"Extra Extra Credit [ Explicit ] Rap & Hip-Hop April 17 , 2009",Wiz Khalifa,Flight School [ Explicit ],None,$ 0.99,2013 Mad Decent,4:03,None
171,1777,20232,1,"Voy a Beber ( feat . ' • ejo ) [ Remix ] Greatest Hits , Vol . 1 $ 0.99 2014 La Industria Inc licencia a Codiscos S.A.S. 3:44 4-Nov-14",Nicky Jam,None,"Latin Urban , Music , Latino",None,None,None,None,"Voy a Beber ( Remix ) $ 0.99 November 4 , 2014",Nicky Jam,"Greatest Hits , Vol . 1","International , Latin Music",None,( C ) 2014 La industria Inc,3:44,None
