id,label,left_name,left_description,left_price,right_name,right_description,right_price
2967,0,canon powershot silver digital camera sx110is,canon powershot sx110 is silver digital camera sx110is 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient silver finish,None,sony cyber-shot dsc-h10 digital camera black dsch10/b,8.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,213.72
2968,0,nikon d90 black digital slr camera d90body,nikon d90 black digital slr camera d90body 12.3 megapixel 3 ' tft lcd display d-movie shooting function expeed image processing scene recognition system in-camera retouch menu low-noise performance active d-lighting viewfinder compatible with hdmi output body only lens sold separately black finish,None,canon eos rebel xsi digital slr camera silver 2757b001,12.2 megapixel 3 ' active matrix tft color lcd,None
2969,0,panasonic dect 6.0 silver digital cordless handset kxtga630s,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish,29.99,panasonic lumix dmc-tz5 digital camera silver,"panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver",None
2970,1,toshiba black portable dvd player sdp71s,toshiba black portable dvd player sdp71s 7 ' widescreen tft lcd display up to 3 hour lithium battery life jpeg viewer switchable audio/video input and output black finish,None,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36
2971,0,samsung 5 disc black home theater system htz410t,"samsung 5 disc black home theater system htz410t 1000 watts total power usb host play dolby digital , dolby pro logic ii and dts decoders 1080p upconversion divx playback hdmi-cec black finish",None,denon dht-fs3 2-piece home theater audio system,None,None
2972,0,sony soft cyber-shot carrying case lcscst,sony soft cyber-shot carrying case lcscst sturdy nylon construction compact and very lightweight stylish black design,14.0,sony cyber-shot dsc-w170 digital camera silver dscw170,10.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,None
2973,0,canon eos rebel xsi silver digital slr camera xsireb1855s,canon eos rebel xsi silver digital slr camera xsireb1855s 12.2 megapixel digic iii image processor extensive noise reduction technology auto optimization 3.0 ' lcd monitor compatible with compact sd and sdhc memory cards eos integrated cleaning system 18-55mm lens included 2756b003 silver finish,799.0,panasonic lumix dmc-tz5 digital camera silver,"panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver",None
2974,0,sirius plug and play universal home kit suph1,sirius plug and play universal home kit suph1 compatible with all of the newest sirius plug & play radios stereo audio output for use your home audio system or powered speakers sleek compact design high gloss black finish,49.0,sirius scc1 universal vehicle tuner,None,64.72
2975,0,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s expansion handset and charger select 1000 series phone systems big buttons built-in clock with alarm silver finish,39.0,panasonic kx-tg4321b 5.8 ghz expandable digital cordless phone,1 x phone line ( s ) black,None
2976,0,whirlpool duet sport front loading white washer white finish wfw8300swh,whirlpool duet sport front loading white washer wfw8300swh 3.4 cubic foot capacity electronic controls 7 cycles child lockout door lock variable-speed motor automatic water level control delay wash feature white finish,None,whirlpool duet sport 27 '' electric dryer wed8300swh 6.7 cubic foot capacity,None,673.29
2977,1,case logic black in-car dvd player case pdvk10,case logic black in-car dvd player case pdvk10 holds up to 10 ' portable dvd and portable ipod players grab & go suspension system built-in dual jack headphone system extra storage compartment black finish,29.0,"case logic 10 ' in-car dvd player case 11 ' x 9.25 ' x 4 ' nylon , koskin black ( black )",None,18.98
2978,0,samsung 37 ' series 5 lcd black flat panel hdtv ln37a550,"samsung 37 ' series 5 lcd black flat panel hdtv ln37a550 full 1080p high definition resolution 16:9 widescreen aspect ratio 15,000:1 dynamic contrast ratio 5ms response time srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture sound leveler 3 hdmi slots swivel stand black finish",None,samsung 6 series ln32a650 32 ' lcd tv,"samsung ln32a650 32 ' 1080p lcd hdtv 50,000:1 dynamic contrast ratio 4ms response time",916.13
2979,0,apple 120gb silver 7th generation ipod classic mb562lla,"apple 120gb silver 7th generation ipod classic mb562lla holds up to 30,000 songs in 128-kbps aac format , 25,000 ipod-viewable photos and 150 hours of video 2.5 ' ( diagonal ) color lcd with led backlight 320-by-240-pixel resolution mac and windows compatible silver finish",None,apple 8gb ipod nano black ( 4th generation ) mb754ll/a,None,146.75
2980,0,speck seethru purple hard shell case for 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support purple finish,None,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,None
2981,0,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,None,maytag mmv4205baq over-the-range microwave,None,None
2982,0,sony silver cyber-shot digital camera dscs750,sony silver cyber-shot digital camera dscs750 7.2 megapixel super had ccd 2.5 ' lcd display 3x optical zoom high sensitivity mode auto focus 22 mb internal memory face detection burst mode convenient photo modes beginner-friendly function guide silver finish,None,sony infolithium d-type np-fd1 digital camera battery npfd1,lithium ion ( li-ion ) 4.2 v dc photo battery,41.72
2983,0,sony progressive scan silver dvd player dvpns57ps,sony dvp-ns57p progressive scan silver dvd player dvpns57ps precision drive 3 system mp3 playback on screen display dolby digital decoding silver finish,None,sony bdp-s550 blu-ray dvd player,None,322.7
2984,0,canon nb-5l lithium battery 1135b001,canon nb-5l lithium battery 1135b001 compatible with canon powershot sd700 and ixus 800 digital cameras,None,canon battery and charger kit 1169b001,power accessory kit,None
2985,0,linksys gigabit 5-port workgroup switch eg005w,"linksys gigabit 5-port workgroup switch eg005w five 10/100/1000mbps , half/full duplex , switched ports forwards and filters packets at non-blocking , full wire speed all ports have auto speed negotiation and auto mdi/mdi-x crossover detection supports address learning and aging , 802.3 x flow control and head-of-line blocking prevention",64.0,linksys etherfast ezxs88w ethernet switch ezxs88w,linksys etherfast 8-port 10/100 switch ( new/workgroup ),None
2986,0,nikon pink 10 megapixel coolpix digital camera coolpixs60pnk,nikon pink 10 megapixel coolpix digital camera coolpixs60pnk 10 effective megapixels 5x zoom-nikkor lens 3.5 ' wide touch screen high-resolution lcd portrait one-touch zoom scene auto selector smile timer face-priority af in-camera red-eye fix d-lighting champagne pink finish,None,nikon en-el9 lithium ion digital camera battery pack 25353,lithium ion ( li-ion ) 7.4 v dc photo battery,35.65
2987,0,canon powershot silver digital camera sx110is,canon powershot sx110 is silver digital camera sx110is 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient silver finish,None,panasonic lumix dmc-fs3 digital camera silver,"panasonic dmc-fs3s 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd silver",137.33
2988,1,panasonic countertop microwave oven in stainless steel nnsd667ss,panasonic nn-sd667s countertop microwave oven in stainless steel nnsd667ss 1.2 cubic foot 1250 watts high power 10 power levels 5 cooking stages quick minute easy-to-use pop-out dial one-touch sensor cooking inverter turbo defrost multi-lingual menu action screen popcorn key stainless steel finish,None,panasonic nnsd667s 1.2 cu . ft. countertop microwave oven in stainless steel,None,None
2989,0,garmin vehicle suction cup mount 0101093600,garmin vehicle suction cup mount 0101093600 no installation required securely mounts your gps to dash black finish,25.0,garmin vehicle suction mount 010-10609-00,None,27.59
2990,0,linksys ultra rangeplus wireless-n broadband router wrt160n,linksys ultra rangeplus wireless-n broadband router wrt160n internet-sharing router 4-port switch enhanced wireless access point mimo technology faster than wireless-g protected by wireless encryption powerful spi firewall 2 antennas glossy black finish,79.0,linksys wireless-n wrvs4400n gigabit security router with vpn,4 x lan,None
2991,1,sony black 1080p upscaling dvd player dvpns700hb,sony black 1080p upscaling dvd player dvpns700hb 1080p upscaling video output through hdmi connection bravia sync high resolution jpeg output precision cinema progressive technology precision drive child lock multi disc resume multi brand tv remote control black finish,None,sony dvp-ns700h / b dvd player,"dvd-rw , dvd + rw , dvd-r , dvd + r , cd-rw dvd video , cd-da , mp3 , jpeg , svcd , video cd playback 1 disc ( s ) progressive scan black",None
2992,0,samsung 56 ' black widescreen series 6 dlp hdtv hl56a650,"samsung 56 ' black widescreen series 6 dlp hdtv hl56a650 1920 x 1080p resolution 2,500:1 contrast ratio cinema smooth light engine 3d movie viewing and gaming dnie technology 3 hdmi inputs wiselink usb connection trusurround xt ntsc/atsc/clear qam tuner black finish",None,"samsung ln46a860 46 ' lcd tv ( widescreen , 1920x1080 , 50000:1 , hdtv )",None,1889.98
2993,0,sony lithium-ion rechargeable battery pack npfd1,"sony lithium-ion rechargeable battery pack npfd1 infolithium long-lasting lithium-ion battery compatilble with sony cyber-shot dsct2 series , dsc-t70 series , and dsc-t200 series",None,sony infolithium h-series np-fh70 camcorder battery npfh70,lithium ion ( li-ion ) 8.4 v dc photo battery,57.0
2994,0,panasonic genius countertop microwave in white nnh965wh,panasonic genius countertop white microwave nnh965wh 2.2 cubic foot inverter turbo defrost child safety lock versatile function key white finish,None,panasonic nn-h965bf microwave oven counter top 2.2 ft 1250w black,None,None
2995,0,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,None,frigidaire 27 '' electric stack washer dryer combo fex831wh extra-large capacity wash tub,None,895.39
2996,0,sony 3.1 channel home theater surround system in black htct100,sony 3.1 channel home theater surround system in black htct100 hdmi active intelligence lpcm playback 3.1 channel s-force surround bravia ® sync digital media port black finish eta mid january 2009,299.0,sony bravia dav-is50 / b home theater system,"dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii",None
2997,0,sony silver cyber-shot digital camera dscs750,sony silver cyber-shot digital camera dscs750 7.2 megapixel super had ccd 2.5 ' lcd display 3x optical zoom high sensitivity mode auto focus 22 mb internal memory face detection burst mode convenient photo modes beginner-friendly function guide silver finish,None,sony handycam dcr-sr45 digital camcorder dcrsr45,16:9 2.7 ' hybrid lcd,304.99
2998,1,directed 50ft extension cable 14230,"directed 50ft extension cable 14230 built-in signal amplifier smb connector indoor/outdoor use for home , rvs and boat black finish",None,sirius 14230 50-ft antenna extension cable dei14230,None,None
2999,0,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,None,sony cyber-shot dsc-h50 digital camera black dsch50b,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,329.0
3000,0,sony black active speaker system srsa212bk,sony black active speaker system srsa212bk designed for your portable audio or pc built-in mega bass on/off switch with volume control magnetically shielded black finish,29.0,sony srs-btm30 wireless stereo bluetooth speaker srsbtm30,None,None
3001,0,sony black handycam camcorder soft carrying case lcsx20,sony black handycam camcorder soft carrying case lcsx20 compatible to hard drive and dvd camcorders stain resistant nylon organizer for accessories shoulder held case,None,sony lcs-csj soft camera case lcscsj,top loading polyamide black,None
3002,0,samsung 63 ' black flat panel series 6 plasma hdtv pn63a650,"samsung 63 ' black flat panel series 6 plasma hdtv pn63a650 1920 x 1080 full hd resolution 1,000,000:1 dynamic contrast ratio dnie pro picture-in-picture srs trusurroundxt ultra filterbright anti glare filter 100,000 hour panel life touch of color atsc/ntsc/clear qam built-in tuner black with red finish",None,samsung 6 series hl56a650 56 ' projection tv,samsung hl56a650 56 ' widescreen 1080p dlp hdtv w / built in ntsc/atsc tuner piano black,1079.96
3003,0,yamaha 7.2 channel black digital home theater receiver rxv863bk,yamaha 7.2 channel black digital home theater receiver rxv863bk 4 scene buttons xm ready with xm hd surround sirius satellite radio ready ypao ipod compatibility bluetooth compatibility multi-zone control compatibility on-screen display black finish call for latest price,899.0,yamaha yht-390bl home theater system yht-390bl,", 5.1 speakers progressive scan 600w rms black",319.96
3004,0,lacie 2tb ethernet big disk external hard drive 301239u,"lacie 2tb ethernet big disk external hard drive 301239u share files over gigabit ethernet 7200 rotational speed ( rpm ) 16mb cache 400mhz processor smart fan hi-speed usb 2.0 full support for windows , mac and linux",None,lacie pocket floppy disk drive 706018,lacie pocket usb floppy 1.44 mb,None
3005,0,linksys compact wireless-g usb adapter wusb54gc,linksys compact wireless-g usb adapter wusb54gc connects your desktop or notebook to a wireless network at up to 54mbps when used with a usb 2.0 port compatible with wireless-b networks ( at 11mbps ) protected by wpa and up to 128-bit data encryption,39.0,linksys wap4400n wireless-n access point with poe wap4400n,linksys wireless-n access point with power over ethernet high-speed wireless access for existing networks !,None
3006,0,canon pixma photo all-in-one printer mp980,"canon pixma photo all-in-one printer mp980 high performance wireless printer , copier and scanner easy scroll wheel 3.5 ' high definition lcd display maximum 9600 x 2400 color dpi six individual inks tanks auto duplex print smart copying automatic image optimization no warm-up energy star qualified",299.0,canon e-p100 photo pack for selphy es1 printer 1335b001,photo paper,21.23
3007,0,sony silver 1080p upscaling 5-disc dvd player dvpnc800hs,sony silver 1080p upscaling 5-disc dvd changer dvpnc800hs 5 disc dvd/cd changer 1080p upscaling video output through hdmi connection bravia sync high resolution jpeg output precision cinema progressive technology precision drive 3 system child lock multi disc resume multi brand tv remote control silver finish,None,sony dvp-fx820 / r portable dvd player dvpfx820/r,"8 ' lcd dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , cd-da , mp3 , jpeg playback 1 disc ( s ) red",159.94
3008,0,nikon 18-200mm nikkor zoom lens black finish 2159,nikon 18-200mm nikkor zoom lens accessory 2159 compact 11x zoom 18 200mm focal range two ed glass elements silent wave motor three aspherical lens elements vr ii system,None,nikon nikkor 70-300mm f/4 .5 -5.6 g ed-if af-s vr telephoto zoom lens 2161,f/4 .5 to 5.6,449.0
3009,0,garmin 010-10823-01 carrying case 0101082301,garmin 010-10823-01 carrying case 0101082301 durable leather case fits garmin 4.3 models black finish,None,garmin suction cup mount 010-10815-00,None,17.4
3010,0,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
3011,0,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,None,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,None
3012,0,sony cyber-shot black digital camera dsct500b,sony cyber-shot black digital camera dsct500b 10.1 megapixels 720p hd video recording 3.5 ' lcd plus touch screen display 4mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode high sensitivity mode burst mode face detection technology high sensitivity iso 3200 in-camera retouching optical steadyshot image stabilization with double anti-blur solution hdtv compatibility bravia sync phototv hd stamina battery power black finish,None,panasonic lumix dmc-fs3 digital camera blue,"panasonic dmc-fs3a 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd blue",None
3013,0,canon xh a1s black high definition hdv camcorder xha1s,canon xh a1s black high definition hdv camcorder xha1s 20x hd l series zoom 0.57 ' widescreen viewfinder 2.8 ' widescreen lcd screen high-performance stereo electric condenser microphone superrange optical image stabilization digic dv ii hd image processor 1440 x 1080 pixels instant auto focus black finish,None,canon mini dv camcorder starter kit 9582a008,camcorder starter kit,69.95
3014,0,toshiba 10.2 ' portable dvd player in black sdp101s,toshiba 10.2 ' portable dvd player in black sdp101s lcd display with 800x480 pixel resolution swivel and flip screen up to 5 hour lithium ion battery divx certified 4-in-1 card slot mp3 and wma formats jpeg viewer car cord adapter dual headphone outputs virtual surround built-in speakers,None,sony dvp-fx820 portable dvd player dvpfx820,"8 ' lcd dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , cd-da , mp3 , jpeg playback 1 disc ( s ) black",158.72
3015,0,canon 2gb sd secure digital card 3505b001,canon 2gb sd secure digital card 3505b001 compatible with all digital cameras and devices that accept sd cards,None,canon vixia hf10 high definition digital camcorder 2573b001,canon vixia hf10 high definition camcorder,638.09
3016,0,samsung 46 ' series 6 lcd black flat panel hdtv ln46a650,"samsung 46 ' series 6 lcd black flat panel hdtv ln46a650 full 1080p high definition resolution 16:9 widescreen aspect ratio 50,000:1 dynamic contrast ratio 4ms response time and auto motion plus 120hz technology srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture auto volume leveler 4 hdmi slots swivel stand piano black with hint amber finish",None,samsung 5 series ln37a550 37 ' lcd tv,"samsung ln37a550 37 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time piano black",944.0
3017,0,apple usb power adapter mb352llb,apple usb power adapter mb352llb compact convenient charges the ipod anywhere without a computer compatible with any ipods and iphone with a dock connector white finish,29.0,apple dvi to mini-dvi video cable adapter m9321gb,mini-dvi male to 24-pin dvi-d ( digital ) male,19.99
3018,0,nintendo ds lite metallic rose portable gaming system ndsusgszpb,nintendo ds lite metallic rose portable gaming system ndsusgszpb dual 3 ' tft color lcd touchscreens slimmer design dual slot compatibility ( ds lite/game boy advance game paks ) twin ultra bright lcd screens up to 19 hours continuous gameplay nintendo wi-fi connection impressive 3d graphics dual stereo speakers metallic rose finish,139.0,nintendo ds lite ( metallic silver ),None,139.99
3019,0,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,"canon ink cartridge for pixma ip1600 , ip6210d and ip6220d printers 0617b002",color,19.11
3020,0,panasonic black dvd home theater sound system scpt660,panasonic black dvd home theater sound system scpt660 kelton subwoofer bamboo diaphragm center speakers 1080p up-conversion integrated universal dock and on-screen display for ipod ipod video playback whisper-mode surround built-in dolby digital and dts decoder high speed 5-dvd/cd changer black finish,289.0,panasonic sc-pt760 home theater system,panasonic sc-pt760 premium sound dvd home theater system with kelton subwoofer,319.97
3021,0,nikon d90 black digital slr camera d90body,nikon d90 black digital slr camera d90body 12.3 megapixel 3 ' tft lcd display d-movie shooting function expeed image processing scene recognition system in-camera retouch menu low-noise performance active d-lighting viewfinder compatible with hdmi output body only lens sold separately black finish,None,canon eos 40d digital slr camera 1901b004,canon eos 40d 10 megapixel digital slr camera body only,849.95
3022,0,toshiba 19 ' black lcd hdtv with built in dvd player 19lv505,toshiba 19 ' lcd hdtv with built in dvd player 19lv505 built-in slot loading dvd player built-in atsc/ntsc/qam digital tuning official divx ® certified jpeg viewer bottom mount stereo speakers black finish,None,toshiba 22lv505 22 ' widescreen lcd hdtv w / built-in dvd player 1000:1 contrast ratio 5ms response time black,None,None
3023,0,sony silver cyber-shot digital camera dscw150,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,None,sony handycam dcr-hc52 digital camcorder dcrhc52,16:9 2.5 ' color lcd,229.0
3024,0,panasonic dect 6.0 2-line digital expandable corded/cordless phone system kxtg9391t,panasonic dect 6.0 2-line digital expandable corded/cordless phone system kxtg9391t dect 6.0 digital technology ( 1.9 ghz frequency ) expandable up to 6 total handsets wifi friendly digital answering system 50 number caller id memory 100 number phonebook digital speakerphone on handset and base light-up indicator with ringer alert white backlit 3-line lcd black finish,179.0,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,None
3025,0,escort cordless solo radar detector s2e,escort cordless solo radar detector s2e s2 10 programmable features high-efficiency power management ultra-performance laser protection autosensitivity mode high resolution graphic lcd display built-in earphone jack,343.95,escort passport 9500ix radar/laser detector,None,439.99
3026,0,panasonic rechargeable lithium-ion 1320 mah battery pack vwvbg130,"panasonic rechargeable lithium-ion 1320 mah battery pack vwvbg130 rechargeable lithium ion battery type compatible with hdc-sd9 , hdc-hs9 , hdc-sd5 , hdc-sd1 , hdc-sx5 , sdr-h60 , sdr-h40 / 41 , sdr-h200 , sdr-h18 , vdr-d310 , vdr-d50 / 51 , vdr-d230 , vdr-d220 , vdr-d210 , pv-gs500 , pv-gs320 , pv-gs85 , pv-gs83 , pv-gs90 , pv-gs80 7.2 v power consumption black finish",None,canon nb-4l rechargeable camera battery 9763a001,canon nb-4l lithium ion battery,36.89
3027,0,sony bravia home theater system davhdx275,sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish,None,sony bravia dav-hdx576wf home theater system,"dvd player , amplifier , 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby pro logic ii",478.72
3028,1,delonghi oil filters fk8,delonghi oil filters fk8 made for use with d895ux 3 pack,18.0,delonghi 6-pc . replacement filters for deep fryer,None,None
3029,0,sony 5 disc cd player cdpce375,sony 5 disc cd player - cdpce375 5 disc changer variable line output cd-r/rw playback capability 20 track music calendar digital servo control remote commander remote control,None,sony cdp-cx455 cd player/changer cdpcx455,"cd-r , cd-rw , cd-rom mp3 , cd-text playback 400 disc ( s ) 32 programmable track ( s )",219.99
3030,0,lacie little disk 320gb black portable hard drive 301829,"lacie little disk 320gb black portable hard drive 301829 compact , thin and lightweight design back up , synchronize and secure files and settings extractable integrated usb cable and protective cap hi-speed usb 2.0 pc and mac compatible black finish",119.0,lacie usb 2.0 external hard drive 301304u,lacie 1tb usb 2.0 7200rpm desktop external hard drive design by neil poulton,None
3031,0,samsung 32 ' black flat panel series 4 lcd hdtv ln32a450,"samsung 32 ' black flat panel series 4 lcd hdtv ln32a450 10,000:1 dynamic contrast ratio 1366 x 768 true 720p resolution 6ms response time cold cathode fluorescent lamp ( ccfl ) hidden bottom speakers srs trusurround xt built-in atsc/clear qam tuner v-chip system swivel stand black finish",None,samsung 5 series ln37a550 37 ' lcd tv,"samsung ln37a550 37 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time piano black",944.0
3032,0,linksys etherfast4116 16-port 10/100 ethernet switch ef4116,linksys etherfast4116 16-port 10/100 ethernet switch ef4116 16 autosensing 10/100 full duplex auto mdi/mdi-x ports run blazing speeds up to 200mbps address learning and aging and data flow control,79.0,linksys instant gigabit eg005w ethernet switch,linksys eg005w gigabit 5-port workgroup switch,None
3033,0,panasonic white integrated telephone system kxts600w,panasonic white integrated telephone system kxts600w speakerphone one-touch dialer 3-line lcd data port wall mountable white finish,None,panasonic kx-tg4500b corded/cordless telephone,4 x phone line ( s ) black,None
3034,0,canon pixma photo all-in-one printer mp980,"canon pixma photo all-in-one printer mp980 high performance wireless printer , copier and scanner easy scroll wheel 3.5 ' high definition lcd display maximum 9600 x 2400 color dpi six individual inks tanks auto duplex print smart copying automatic image optimization no warm-up energy star qualified",299.0,canon pixma mx850 multifunction photo printer 2436b002,canon pixma mx850 office all-in-one printer,None
3035,0,sony compact disc player/recorder rcdw500c,"sony compact disc player/recorder rcdw500c 5-cd/dual deck with 4x high speed dubbing cd , cd-r , cd-rw , mp3 playback capable super bit mapping recording high speed finalizing",299.0,panasonic dmr-ez28k dvd player/recorder,"dvd + rw , dvd-rw , dvd-ram , dvd + r , dvd-r , cd-rw , secure digital ( sd ) dvd video , cd-da , mp3 , jpeg , divx , pcm , mpeg-2 playback progressive scan 14.33 hour recording",None
3036,0,panasonic black expandable digital cordless dect 6.0 phone system kxtg8232b,panasonic black expandable digital cordless dect 6.0 phone system kxtg8232b large 1.5 ' color lcd extended talk time reduced interference hearing aid compatibility all-digital answering system 2 handsets piano black finish,None,panasonic kx-tg4323b 5.8 ghz expandable digital cordless phone,1 x phone line ( s ) black,None
3037,1,logitech harmony 890 advanced universal remote control h890,logitech harmony 890 advanced universal remote control h890 quick and simple set up advanced online setup and update wizard uses both radio frequency ( rf ) and infrared ( ir ) wireless signals integrate up to 15 devices 8 on-screen activity buttons rechargeable lithium ion battery and charging station included fully backlit comfort-grip shape,None,logitech harmony 890 advanced universal remote 966193-0403,None,248.9
3038,0,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,None,sanus flat panel tv wall mount vm400b,"steel , aluminum 80 lb",None
3039,0,nyko charge base 2 charger for playstation 3 controller 743840830535,nyko charge base 2 charger for playstation 3 controller 743840830535 compact design rapidly charges two ps3 controllers simultaneously includes two usb charge adaptors,34.99,playstation 2 dualshock analog controller green,None,None
3040,0,linksys wireless-g printserver wpsm54g,"linksys wireless-g printserver wpsm54g share a multifunction printer with everyone on your network ( works with most usb printers ) allows full access to printing , faxing , scanning and copying functions connects your printer directly to the network by 10/100 wired ethernet or 54mbps wireless-g",99.0,linksys wga600n wireless gaming adapter,54mbps,None
3041,0,lacie little disk 320gb black portable hard drive 301829,"lacie little disk 320gb black portable hard drive 301829 compact , thin and lightweight design back up , synchronize and secure files and settings extractable integrated usb cable and protective cap hi-speed usb 2.0 pc and mac compatible black finish",119.0,lacie d2 quadra hard drive 301825u,"500gb 7200rpm serial ata/300 , ieee 1394b , ieee 1394a , usb 2.0 external sata , firewire , firewire , usb external",138.88
3042,1,sony splash resistant shower radio icfs79w,sony multi band digital tuner shower radio icfs79w splash resistant am/fm/weather band reception easy one button weather band select built-in digital clock selectable automatic-off timer quartz synthesized tuner built-in antennas,49.0,sony icf-s79w weather band digital shower radio icfs79w,None,42.0
3043,0,netgear prosafe 5 port 10/100 desktop switch fs105,netgear prosafe 5 port 10/100 desktop switch fs105 5 auto speed-sensing 10/100 utp ports embedded memory,40.0,netgear prosafe gs105 ethernet switch gs105na,netgear prosafe 5 port gigabit desktop switch,None
3044,0,toshiba 40 ' black flat panel lcd hdtv 40rv525u,toshiba 40 ' black flat panel lcd hdtv 40rv525u 1080p full hd ( 1920 x 1080 ) cinespeed display dynalight dynamic backlight control ntsc/atsc/qam built-in tuners 10-bit video processor 60hz video scan rate 3:2 pull-down cinema mode 24fps color temperature control black finish,None,toshiba 26av502u 26 ' widescreen 720p lcd hdtv piano black,None,None
3045,0,weber stainless steel genesis s320 lp grill 3780001,"weber 3780001 stainless steel genesis s-320 liquid propane grill 3780001 3 stainless steel burners 42,000 btu-per-hour input 12,000 btu-per-hour input side burner electronic crossover ignition system 7mm diameter stainless steel rod cooking grates stainless steel flavorizer bars stainless steel finish liquid propane model ( lp tank not included ) assembly required",949.0,weber genesis series e-310 3841001 60 ' freestanding gas grill with 637 sq. in . cooking surface & 3 stainless steel burners : black natural gas,None,679.61
3046,0,maytag bisque over-the-range microwave oven mmv4205bt,"maytag bisque over-the-range microwave oven mmv4205bt 2.0 cu . ft. capacity 1,150 watts ten power levels 220 cfm airflow with two adjustable fan speeds scrolling vfd display twelve instant touch pads precision touch electronic controls digital display with clock and kitchen timer bisque finish",None,lg 2.0 cu.ft . over the range microwave oven,None,None
