id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
9729,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,the network is the database : data management for highly distributed systems,"jc navas , m wynblatt","sigmod conference ,",2001.0
9730,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,pointer-based join techniques for object-oriented databases,"df lieuwen , dj dewitt , m mehta",None,None
9731,0,optimizing multiple dimensional queries simultaneously in multidimensional databases,"w liang , m orlowska , j yu",vldb j.,2000,quasi-cubes : exploiting approximations in multidimensional databases,"d barbara , m sullivan","sigmod record ,",1997.0
9732,0,minimization of tree pattern queries,"s amer-yahia , s cho , l lakshmanan , d srivastava",sigmod conference,2001,probabilistic optimization of top n queries,ddr ramakrishnan,None,1999.0
9733,0,orthogonally persistent object systems,"m atkinson , r morrison",vldb j.,1995,shoring up persistent objects,"m carey , d dewitt , mj franklin , n hall , m","piv-ceeding of the acm sigmod conference on management of & hellip ; ,",None
9734,0,statstream : statistical monitoring of thousands of data streams in real time,"y zhu , d shasha",vldb,2002,monitoring multiple data streams in real time,"a bulut , ak singh",None,None
9735,0,document management as a database problem,r bayer,vldb,1995,the cedar database management system,m brownâ ? ¦,"proc . 1981 acmsigmod conference on management of data , ann & hellip ; ,",None
9736,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,concurrency control in a groupware system,"c hllis , s gibbs","proc . acm sigmod â ?? 89 , seattle , wa ,",None
9737,0,semantic assumptions and query evaluation in temporal databases,"c bettini , x wang , e bertino , s jajodia",sigmod conference,1995,query evaluation in deductive databases with alternating fixpoint semantics,w chen,"acm transactions on database systems ,",1995.0
9738,0,java and relational databases : sqlj ( tutorial ),None,None,1998,nulls in relational databases : revisited,r kocharekar,"sigmod record ,",None
9739,0,materialized views and data warehouses,n roussopoulos,sigmod record,1998,automated selection of materialized views and indexes for sql databases,sascv narasayya,None,None
9740,0,new concurrency control algorithms for accessing and compacting b-trees,"v setzer , a zisman",vldb,1994,concurrency control of nested transactions accessing b-trees,"a fu , t kameda","proceedings of the eighth acm sigact-sigmod-sigart symposium & hellip ; ,",1989.0
9741,0,a user-centered interface for querying distributed multimedia databases,"i cruz , k james",sigmod conference,1999,a direct manipulation user interface for querying geographic databases,"jl de oliveira , cb medeiros",None,None
9742,0,the cougar approach to in-network query processing in sensor networks,"y yao , j gehrke",sigmod record,2002,the design and evaluation of a query processing architecture for sensor networks,sr madden,None,2003.0
9743,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,query flocks : a generalization of association-rule mining,"d tsur , jd ullman , s abiteboul , c clifton , r","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0
9744,0,editor 's ( farewell ) notes,None,None,1995,editor 's notes,r goldstein,"the american statistician ,",1996.0
9745,0,guest editorial : databases and the web,None,None,2000,guest editorial,"m huhns , g weiss","machine learning ,",1998.0
9746,0,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994,performance evaluation of a two-phase commit-based protocol for distributed databases,"da menasce , t nakanishi","proc . 1st acm sigact/sigmod syrup . princ . database syst. , & hellip ; ,",None
9747,0,the future of web services - i,a bosworth,sigmod conference,2003,the future of the phone box,"i pearson , rc wilson","bt technology journal ,",2000.0
9748,1,chorochronos : a research network for spatiotemporal database systems,"a frank , s grumbach , r gќting , c jensen , m koubarakis , n lorentzos , y manolopoulos , e nardelli , b pernici , h schek , m scholl , t sellis , b theodoulidis , p widmayer",sigmod record,1999,chorochronos a research network for spatiotemporal database systems,t sellisâ ? ¦,"sigmod record , new york ,",None
9749,0,finding hierarchical heavy hitters in data streams,"g cormode , f korn , s muthukrishnan , d srivastava",vldb,2003,space complexity of hierarchical heavy hitters in multi-dimensional data streams,"j hershberger , n shrivastava , s suri , cd toth",None,None
9750,0,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb,2000,approximate join processing over data streams,"a das , j gehrke , m riedewald",None,None
9751,0,qualitative representation of spatial knowledge in two-dimensional space,"d papadias , t sellis",vldb j.,1994,special issue on knowledge representation,"rj brachman , bc smith","acm sigart bulletin ,",1980.0
9752,1,expiring data in a warehouse,"h garcia-molina , w labio , j yang",vldb,1998,expiring data from the warehouse . 1997,"wj labio , h garcia-molina",stanford university :,None
9753,0,information rules,d stirling,sigmod record,2003,in the information age,p anastasiades,"aa livanis editions , athens greece",None
9754,0,versioning and configuration management in an object-oriented data model,e sciore,vldb j.,1994,event specification in an object-oriented database system,"nh gehani , hv jagadish , o shmueli",proc . acm sigmod international conference on management of,None
9755,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,scalable algorithms for association mining,mj zakiâ ? ¦,"ieee transactions on knowledge and data engineering ,",2000.0
9756,0,safe query languages for constraint databases,p revesz,acm trans . database syst .,1998,fixed-point query languages for linear constraint databases,s kreutzer,None,None
9757,0,efficiently instantiating view-objects from remote relational databases,"b lee , g wiederhold",vldb j.,1994,managing intervals efficiently inobject-relational databases,"hp kriegel , m pã ¶ tke , t seidl","proc . 26thint . conf . on very large databases ( vldb ) ,",None
9758,0,integrating modelling systems for environmental management information systems,"d abel , k taylor , d kuo",sigmod record,1997,implementing information management strategies .,cet rohm,"new directions for higher education ,",1986.0
9759,0,querying xml views of relational data,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",vldb,2001,storing and querying ordered xml using a relational database system,"j shanmugasundaram , i tatarinov , e viglas , k beyer",None,2002.0
9760,0,tsql2 language specification,"r snodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994,5 . 0 specification,t revision,None,1988.0
9761,0,probview : a flexible probabilistic database system,"l lakshmanan , n leone , r ross , v subrahmanian",acm trans . database syst .,1997,probabilistic data flow system with two-edge profiling,"e mehofer , b scholz",None,None
9762,0,data management challenges in crm,g colliat,sigmod conference,2003,management challenges in a new time,"hg barkema , jac baum , ea mannix","academy of management journal ,",2002.0
9763,0,xmill : an efficient compressor for xml data,"h liefke , d suciu",sigmod conference,2000,an extensible compressor for xml data,"h liefke , d suciu","sigmod record ,",2000.0
9764,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,mixed concurrency control : dealing with heterogeneity in distributed database systems,"jf pons , jf vilarem","vldb ,",1988.0
9765,0,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,mining optimized association rules for numeric data,"t fukuda , y morimoto , s morishita , t tokuyama","proceedings of the acm sigmod international conference on & hellip ; ,",None
9766,0,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , p deshpande , j naughton , a shukla",sigmod conference,1998,optimization and evaluation of generalized top queries,"p ciaccia , r cornacchia , a ghidini",None,None
9767,0,towards a richer web object model,f manola,sigmod record,1998,the cocoon object model,mh schollâ ? ¦,None,None
9768,1,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , j gruser , z tang",vldb,1996,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , jr gruser , zh tang","proceedings of the international conference on very large & hellip ; ,",1996.0
9769,0,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,optimal and approximate computation of summary statistics for range aggregates,"ac gilbert , y kotidis , s muthukrishnan , mj strauss",None,None
9770,1,checks and balances : monitoring data quality problems in network traffic databases,"f korn , s muthukrishnan , y zhu",vldb,2003,checks and balances : monitoring data quality problems in network traffic databases,"f korn , s muthukrishnan , y zhu",None,None
9771,0,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,multiview : a methodology for supporting multiple views in object-oriented databases,ea rundensteiner,"vldb ,",1992.0
9772,0,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,stochastic query optimization in distributed databases,"pe drenick , ej smith","acm transactions on database systems ( tods ) ,",1993.0
9773,0,guest editorial,None,None,2003,editorial,"mt norris , pa martin","bt technology journal ,",1999.0
9774,0,e-services - guest editorial,None,None,2001,editorial,"j regnault , r temple","bt technology journal ,",2001.0
9775,0,databases and visualization,d keim,sigmod conference,1996,dynamic information visualization,y ioannidis,"acm sigmod record ,",1996.0
9776,0,time-parameterized queries in spatio-temporal databases,"y tao , d papadias",sigmod conference,2002,supporting temporal text-containment queries in temporal document databases,k nã ¸ rvag,None,None
9777,0,querying multiple features of groups in relational databases,"d chatziantoniou , k ross",vldb,1996,answermg queries m relational databases,"mm ad ` atn , n spyratos","proc a cm sigmod int conference on management of data , san",None
9778,1,similarity based retrieval of pictures using indices on spatial relationships,"a sistla , c yu , c liu , k liu",vldb,1995,similarity based retrieval of pictures using indices on spatial relationships,"ap sistla , c yu , c liu , k liu","proceedings of the international conference on very large & hellip ; ,",1995.0
9779,0,efficient exploration of large scientific databases,"e stolte , g alonso",vldb,2002,efficient monitoring of database assertions,"m hammer , sk sarin",proceedings of the 1978 acm sigmod international conference,None
9780,1,workflow management with service quality guarantees,"m gillmann , g weikum , w wonner",sigmod conference,2002,workflow management with service quality guarantees ( sigmod02 ),"m gillmann , g weikum , w wonner",sigmod,None
9781,0,guest editor 's introduction,None,None,2003,guest editor 's introduction : software metrics,"tm khoshgoftaar , p oman","computer ,",1994.0
9782,0,efficient exploration of large scientific databases,"e stolte , g alonso",vldb,2002,algebraic manipulation of scientific datasets,b howe,"proceedings of the international conference on very large & hellip ; ,",2004.0
9783,0,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,constraints for query optimization in deductive databases,"j harland , k ramamohanarao",None,None
9784,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,queries and query processing in object-oriented database systems,"dd straube , mt ã?zsu","acm transactions on information systems ( tois ) ,",1990.0
9785,0,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,"on the design and implementation of information systems from deductive conceptual models , 15 thint",a olive,"conf . on vldb , amsterdam ,",None
9786,0,relating distributed objects,"b martin , r cattell",vldb,1994,encapsulating distribution by remote objects,"m jansen , e klaver , p verkaik , m steen , as","information & software technology ,",2001.0
9787,1,range queries in olap data cubes,"c ho , r agrawal , n megiddo , r srikant",sigmod conference,1997,range queries in olap data cubes,"h ch , r agrawal , n megiddo , r srikant","proc . acm sigmod int . conf . on management of data ,",None
9788,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"swarni ( 1993 ) , mining association rules between set of items in large databases",i agrawal,"proc . of the acm sigmod conference of management of data ,",None
9789,0,efficient index structures for string databases,"t kahveci , a singh",vldb,2001,an efficient index structure for high dimensional image data,"js yoo , mk shin , sh lee , ks choi , kh cho , dy hur",None,None
9790,0,converting relational to object-oriented databases,j fong,sigmod record,1997,an object-oriented approach to database system implementation,"a james baroody jr , dj dewitt","acm trans . database syst ,",1981.0
9791,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,"olap , relational , and multidimensional database system",g coliat,None,1996.0
9792,0,converting relational to object-oriented databases,j fong,sigmod record,1997,querying object-orienteddatabases,"wk michaelkifer , y sagiv","proc . of acm sigmod ,",None
9793,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining generalized association rules,"r srikant , r agrawal",None,1995.0
9794,0,probview : a flexible probabilistic database system,"l lakshmanan , n leone , r ross , v subrahmanian",acm trans . database syst .,1997,"probabilistic temporal databases , part i : algebra","a dekhtyar , r ross , vs subrahmanian","acm transactions on database systems ,",None
9795,0,bulk-loading techniques for object databases and an application to relational data,"s amer-yahia , s cluet , c delobel",vldb,1998,distributed multimedia databases : techniques and applications,tk shih,None,2002.0
9796,0,coalescing in temporal databases,"m bіhlen , r snodgrass , m soo",vldb,1996,"probabilistic temporal databases , i","a dekhtyar , r ross , vs subrahmanian","acm transactions on database systems ,",None
9797,0,a cost model for query processing in high dimensional data spaces,c bіhm,acm trans . database syst .,2000,a state transition model for distributed query processing,"s lafortune , e wong","acm transactions on database systems ,",1986.0
9798,0,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham","sigmod conference ,",1997.0
9799,1,mind your vocabulary : query mapping across heterogeneous information sources,"k chang , h garcia-molina",sigmod conference,1999,mind your vocabulary : query mapping across heterogeneous information sources . acm sigmod int,"cck chang , h garcia-molina","conference on management of data ,",None
9800,1,streaming queries over streaming data,"s chandrasekaran , m franklin",vldb,2002,streaming data over streaming queries,"s chandrasekaran , m franklin",submitted for,None
9801,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,dynamic load balancing for parallel association rule mining on heterogeneous pc cluster system,"m kitsuregawa , t tamura","proceedings of the 25th international conference on very & hellip ; ,",None
9802,0,efficient and tunable similar set retrieval,"a gionis , d gunopulos , n koudas",sigmod conference,2001,efficient retrieval of similar time series under time warping,"b yi , h jagadish , c faloutsos","procs . 14th conference on data engineering ,",None
9803,0,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,functional completeness in object-oriented databases,"p mishra , m eich","acm sigmod record ,",1992.0
9804,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , ts naos-e-cient","proceedings of the 20th international conference on very & hellip ; ,",None
9805,0,preference formulas in relational queries,j chomicki,acm trans . database syst .,2003,estimation of count queries in relational databases,"wc hou , g ozsoyoglu , e dogdu","acm sigmod conference , may ,",None
9806,0,the sift information dissemination system,"t yan , h garcia-molina",acm trans . database syst .,1999,banking information systems,"v shmerko , s yanushkevich",technical university of,None
9807,0,query optimization by predicate move-around,"a levy , i mumick , y sagiv",vldb,1994,query optimization in the presence of top -,"lp mahalingam , ks candan",None,None
9808,1,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,aurora : a data stream management system ( demo description ),"d abadi , d carney , u cetintemel , m cherniack , c",proceedings of the 2003 acm sigmod conference on management,None
9809,1,information integration and xml in ibm 's db2,p selinger,vldb,2002,information integration and xml in ibm 's db2,pg selinger,"vldb ,",2002.0
9810,1,"using taxonomy , discriminants , and signatures for navigating in text databases","s chakrabarti , b dom , r agrawal , p raghavan",vldb,1997,"using taxonomy , discriminants , and signatures for navigating in text databases '' , vldb 1997 , 446-455","s chakrabarti , d dom , r agrawal , p raghavan","the vldb journal ,",None
9811,0,large databases for remote sensing and gis,a dasgupta,vldb,1996,databases for gis,"c bauzer medeiros , f pires",acm sigmod record 23,None
9812,0,cost estimation of user-defined methods in object-relational database systems,"j boulos , k ono",sigmod record,1999,buffer management in relational database systems,"gm sacco , m schkolnick","acm transactions on database systems ,",1986.0
9813,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,distributed database management,jb rothnie,"vldb ,",1978.0
9814,0,combi-operator : database support for data mining applications,"a hinneburg , w lehner , d habich",vldb,2003,database support for maintaining derived data,"b adelberg , b kao , h garcia-molina","technical report , stanford university , 1995 . available by",None
9815,0,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,query evaluation in deductive and object-oriented databases .,z xie,None,None
9816,1,practical applications of triggers and constraints : success and lingering issues ( 10-year award ),"s ceri , r cochrane , j widom",vldb,2000,practical applications of triggers and constraints : success stories and lingering issues,"s ceri , rj cochrane , j widom","26th very large data bases conference proceedings ,",None
9817,1,querying shapes of histories,"r agrawal , g psaila , e wimmers , m zaяt",vldb,1995,"za t , m. 1995b . querying shapes of histories","r agrawal , g psaila , el wimmers",proc . of the 21st int &#39; l conference on very large,None
9818,0,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"j shen , a ngu , j shepherd , d huynh , q sheng",sigmod conference,2003,curio : a novel solution for efficient storage and indexing in data warehouses,"a datta , k ramamritham , h thomas","proceedings of the international conference on very large & hellip ; ,",1999.0
9819,0,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000,mariposa : a wide-area distributed database system . volume 5,"m stonebraker , pm aoki , w litwin , a pfeer , a sah ,",None,1996.0
9820,0,converting relational to object-oriented databases,j fong,sigmod record,1997,index nesting-an efficient approach to indexing in object-oriented databases,"bc ooi , j han , h lu , kl tan","the vldb journal the international journal on very large & hellip ; ,",1996.0
9821,1,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases,"cm kuok , a fu , mh wong , nt shatin , h kong",None,None
9822,0,database design for incomplete relations,"m levene , g loizou",acm trans . database syst .,1999,normalizing incomplete databases,l libkin,None,None
9823,1,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001,the network is the database : data management for highly distributed systems,"jc navas , m wynblatt","sigmod conference ,",2001.0
9824,1,supervised wrapper generation with lixto,"r baumgartner , s flesca , g gottlob",vldb,2001,supervised wrapper generation with lixto,"r baumgartner , s flesca , g gottlob","proceedings of the international conference on very large & hellip ; ,",2001.0
9825,0,expressing business rules,r ross,sigmod conference,2000,expressing and organising business rules,"p kardasis , p loucopoulos","information and software technology ,",None
9826,1,multi-table joins through bitmapped join indices,"p o'neil , g graefe",sigmod record,1995,multi-table joins through bitmapped join indices,"on o'ngg95 patrick , g graefe","acm sigmod record ,",None
9827,0,database research at arizona state university,"s urban , s dietrich , f golshani",sigmod record,1996,database research at the university of queensland,me orlowska,"acm sigmod record ,",1993.0
9828,0,data and knowledge base research at hong kong university of science and technology,"p drew , b hamidzadeh , k karlapalem , a kean , d lee , q li , f lochovsky , c shum , b wќthrich",sigmod record,1995,database research at the university of queensland,me orlowska,"acm sigmod record ,",1993.0
9829,0,temporal database system implementations,m bіhlen,sigmod record,1995,temporal aggregation in active database rules,", c zaniolo",None,None
9830,1,the database and information system research group at the university of ulm,"p dadam , w klas",sigmod record,1997,the database and information system research group at the university of ulm,"p dadam , w klas","sigmod record ,",1997.0
9831,0,supporting periodic authorizations and temporal reasoning in database access control,"e bertino , c bettini , e ferrari , p samarati",vldb,1996,supporting multiple access control policies in database systems,"e bertino , s jajodia , p samarati",None,None
9832,0,advanced xml data processing - guest editor 's introduction,k aberer,sigmod record,2001,guest editor 's introduction : heterogeneous processing,"rf freund , hj siegel","computer ,",1993.0
9833,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,optimal configuration of nested attribute indexes in object-oriented databases,"sk seo , yj lee",None,None
9834,1,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","c faloutsos , k lin",sigmod conference,1995,"fastlk ? ap : a fast algorithm for indexing , data-mining and visualization of traditional and",c faloutsos,None,None
9835,0,supporting efficient multimedia database exploration,"w li , k candan , k hirata , y hara",vldb j.,2001,indexing multimedia databases,c faloutsos,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
9836,0,the mariposa distributed database management system,j sidell,sigmod record,1996,a database management system for the federal courts,"jr buchanan , rd fennell , h samet","acm transactions on database systems ,",1984.0
9837,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,a model for schema evolution in object-oriented database systems,s monk,None,None
9838,0,chair 's message,None,None,1998,fact division chair 's message,"ak gupta , d mahr",None,None
9839,0,storage estimation for multidimensional aggregates in the presence of hierarchies,"a shukla , p deshpande , j naughton , k ramasamy",vldb,1996,on the computation of multidimensional aggregates,"sa bit971 , r agrawal , p deshpande , a gupta , j",proc .,None
9840,0,dwms : data warehouse management system,n mohan,vldb,1996,dynamat : a dynamic view management system for warehouse,"n russopoulos , y kotidis","sigmod intl. conf on management of data ,",None
9841,0,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,behaviour management in database applications,"jy lingat , p nobecourt , c rolland",None,None
9842,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges","sigmod record ,",1997.0
9843,0,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb,2000,similarity query processing using disk arrays,"a papadopoulos , y manolopoulos",None,None
9844,0,grid data management systems & services,None,None,2003,data management in location-dependent information services,"b zheng , j xu , wc lee","data engineering , 2004 . proceedings . 20th international",None
9845,0,sampling large databases for association rules,h toivonen,vldb,1996,"swarni ( 1993 ) , mining association rules between set of items in large databases",i agrawal,"proc . of the acm sigmod conference of management of data ,",None
9846,0,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny",sigmod conference,1996,wavecluster : a wavelet-based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang","the vldb journal the international journal on very large & hellip ; ,",2000.0
9847,0,roadrunner : automatic data extraction from data-intensive web sites,"v crescenzi , g mecca , p merialdo",sigmod conference,2002,roles of agents in data-intensive web sites,"hbengaa ali , ben ammar",None,None
9848,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,on the minimization of xpath queries,s bottcher,None,None
9849,0,aries/csa : a method for database recovery in client-server architectures,"c mohan , i narang",sigmod conference,1994,performance and scalability of client-server database architectures,"a delis , n roussopoulos","proceedings of the international conference on very large & hellip ; ,",1992.0
9850,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,insight into object-oriented databases,s khoshafian,"information and software technology ,",1990.0
9851,0,fibonacci : a programming language for object databases,"a albano , g ghelli , r orsini",vldb j.,1995,an introduction to fibonacci : a programming language for object databases,"a albano , g ghelli , r orsini",None,None
9852,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,"c. , and wallrath , m. 1987 . an object-oriented database system for engineering applications","a kemper , p lockemann","& hellip ; of international conference on management of data , acm",None
9853,0,dyda : data warehouse maintenance in fully concurrent environments,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001,batch data warehouse maintenance in dynamic environments,"b liu , s chen , ea rundensteiner",None,None
9854,1,approximate computation of multidimensional aggregates of sparse data using wavelets,"j vitter , m wang",sigmod conference,1999,approximate computation of multidimensional aggregates of sparse data using wavelets,js vitter,"sigmod conference ,",1999.0
9855,0,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,retrospection on a database system,m stonebraker,"acm transactions on database systems ,",1980.0
9856,0,the mariposa distributed database management system,j sidell,sigmod record,1996,query processing in main memory database management systems,"tj lehman , mj carey","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0
9857,0,guest editor 's introduction,None,None,2002,introduction,"v honavar , c higuera","machine learning ,",2001.0
9858,0,integrating mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal",sigmod conference,1998,defining quality : alternatives and implications,"ca reeves , da bednar","the academy of management review ,",1994.0
9859,0,including group-by in query optimization,"s chaudhuri , k shim",vldb,1994,query optimization by stored queries,"k subieta , w rzeczkowski","vldb ,",1987.0
9860,0,query optimization for xml,"j mchugh , j widom",vldb,1999,query optimisation for nested relations,"l golby , ar algebra","proceedings of the acm sigmod international conference on & hellip ; ,",None
9861,0,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0
9862,0,the lotus notes storage system,k moore,sigmod conference,1995,the social system,t parson,"new york ,",None
9863,0,answering xml queries on heterogeneous data sources,"i manolescu , d florescu , d kossmann",vldb,2001,semi-structured data extraction from heterogeneous sources,"x gao , l sterling",None,None
9864,1,distributed transactions in practice,"p ram , l do , p drew",sigmod record,1999,distributed transactions in practice .,acms anthology,"sigmod record ,",1999.0
9865,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,approaches to deductive object-oriented databases,"aaa fernandes , nw paton , mh williams , a bowles",None,None
9866,0,applying update streams in a soft real-time database system,"b adelberg , h garcia-molina , b kao",sigmod conference,1995,an annotated bibliography on real-time database systems,o ulusoy,"sigmod record ,",1995.0
9867,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,the o 2 object-oriented database system,f bancilhon,proceedings of the 1992 acm sigmod-international conference,None
9868,0,efficiently publishing relational data as xml documents,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",vldb,2000,efficiently publishing xml views of relational databases,"j shanmugasundaram , e shekita , r barr","proc . of vldb ,",None
9869,0,editor 's notes,a segev,sigmod record,1994,editor 's notes,"dj rog , d fournier","new directions for program evaluation ,",None
9870,0,database research at ut arlington,"s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",sigmod record,2003,data base research at berkeley,m stonebraker,"sigmod record ,",1990.0
9871,0,integrating reliable memory in databases,"w ng , p chen",vldb,1997,integrating xml data with relational databases,"wc lee , g mitchell , x zhang","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2000.0
9872,0,dynamic maintenance of wavelet-based histograms,"y matias , j vitter , m wang",vldb,2000,maintenance of multidimensional histograms,"s muthukrishnan , m strauss",None,None
9873,0,editor 's notes,l liu,sigmod record,2002,editor 's notes,r diem,"social studies and the young learner ,",None
9874,0,title,None,None,1995,title of article,ab author,title of,None
9875,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,doodle : a visual language for object-oriented databases,if cruz,None,None
9876,0,towards a theory of cost management for digital libraries and electronic commerce,"a sistla , o wolfson , y yesha , r sloan",acm trans . database syst .,1998,towards a general theory of the digital library,m collier,None,None
9877,0,optimizing multi-feature queries for image databases,"u gќntzer , w balke , w kieпling",vldb,2000,optimizing queries on files,mp consens,None,None
9878,0,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri , v narasayya",vldb,1997,white paper : microsoft index selection tool for sql server,"s ghaudhuri , v narasayya",None,1998.0
9879,0,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995,algorithms for mining distance based outliers in large databases,"e knorr , r ng","proceedings of vldb , new york ,",None
9880,0,indexing of now-relative spatio-bitemporal data,"s saltenis , c jensen",vldb j.,2002,r-tree based indexing of now-relative bitemporal data,"rbcsj simonas , sg slivinskas",None,None
9881,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,the ccube constraint object-oriented database,"a brodsky , ve segal , j chen , pa exarkhopoulo",proc . acm sigmod conf . on management of,None
9882,0,webdb ' 98 : international workshop on the web and databases,None,None,1998,workshop report : the first international workshop on active and real-time database systems ( artdb-95,"m berndtsson , j hansson","sigmod record ,",1996.0
9883,0,editor 's notes,l liu,sigmod record,2002,editor 's notes,sb merriam,"new directions for adult and continuing education ,",None
9884,0,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,moby : an architecture for distributed expert database systems,"j bein , r king","vldb ,",1987.0
9885,1,reasoning about spatial relationships in picture retrieval systems,"a sistla , c yu , r haddad",vldb,1994,reasoning about spatial relationships in picture retrieval systems,"ap sistla , ct yu , r haddad","vldb ,",1994.0
9886,0,semantic integration of environmental models for application to global information systems and decision-making,d mackay,sigmod record,1999,an integrative model of information systems use in mandatory environments,"p rawstorne , r jayasuriya , p caputi",None,None
