_id,ltable_id,rtable_id,label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year
6250,282,17361,0,comparative analysis of five xml query languages,"a bonifati , s ceri",sigmod record,2000,complete geometrical query languages,"m gyssens , j van den bussche , d van gucht",None,None
6251,280,34244,0,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,freeform : a user-adaptable form management system,"r king , m novak","vldb ,",1987.0
6252,1999,58226,0,the role of integrity constraints in database interoperation,"m vermeer , p apers",vldb,1996,knowledge-based integrity constraint validation,"x qian , g wiederhold","vldb ,",1986.0
6253,353,12540,0,editor 's notes,m franklin,sigmod record,2000,editorsâ ?? notes,"l yorks , e kasl","new directions for adult and continuing education ,",2002.0
6254,1179,40077,1,new sampling-based summary statistics for improving approximate query answers,"p gibbons , y matias",sigmod conference,1998,new sampling-based summary statistics for improving approximate query answers,"pb gibbons , y matias","sigmod conference ,",1998.0
6255,1012,9970,0,online association rule mining,c hidber,sigmod conference,1999,sampling large databases for association mining,h toivonen,"proc . 22nd int &#39; l conf . very large databases ,",None
6256,2256,55639,0,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton",acm trans . database syst .,1995,query evaluation and optimization in deductive and object-oriented spatial databases,"w lu , j han","information and software technology ,",1995.0
6257,1498,60630,0,state of the art in workflow management research and products,None,None,1996,workflow management : state of the art vs. state of the products,"w du , a elmagarmid",None,None
6258,2562,40444,0,"title , foreword",None,None,1994,foreword,dg young,None,None
6259,1016,12040,0,update propagation protocols for replicated databases,"y breitbart , r komondoor , r rastogi , s seshadri , a silberschatz",sigmod conference,1999,the failure and recovery problem for replicated databases,"pa bernstein , n goodman","proceedings of the second annual acm symposium on principles & hellip ; ,",1983.0
6260,2462,32534,0,lineage tracing for general data warehouse transformations,"y cui , j widom",vldb j.,2003,data warehouse design and maintenance through schema transformations,a marotta,None,None
6261,996,41762,0,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,native xml database management systems : the survey,"k chatzinas , h meng",None,None
6262,2521,20426,0,fibonacci : a programming language for object databases,"a albano , g ghelli , r orsini",vldb j.,1995,inheritance and persistence in database programming languages,"p buneman , m atkinson","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0
6263,1752,44375,0,optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,optimizing the secure evaluation of twig queries,"sr cho , s amer-yahia , lvs lakshmanan , d srivastava","vldb ,",2002.0
6264,1560,15295,0,proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",vldb,1998,an approximate search engine for structural databases,"t jason , l wang , x wang , d shasha , ba shapiro , k",None,2000.0
6265,771,33904,0,editor 's ( farewell ) notes,None,None,1995,editor 's notes,"dj rog , d fournier","new directions for program evaluation ,",None
6266,954,5398,0,on the computation of relational view complements,"j lechtenbіrger , g vossen",acm trans . database syst .,2003,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , jf","& hellip ; international conference on very large data bases table of & hellip ; ,",1996.0
6267,2560,28828,0,the tv-tree : an index structure for high-dimensional data,"k lin , h jagadish , c faloutsos",vldb j.,1994,re-tree : an efficient index structure for regular expressions,"cy chan , m garofalakis , r rastogi","the vldb journal the international journal on very large & hellip ; ,",2003.0
6268,954,20526,0,on the computation of relational view complements,"j lechtenbіrger , g vossen",acm trans . database syst .,2003,on the complexity of the view-selection problem,"h karloff , m mihail","proceedings of the eighteenth acm sigmod-sigact-sigart & hellip ; ,",1999.0
6269,1397,38842,0,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"n katayama , s satoh",sigmod conference,1997,"high-dimensional index structures , proc","s berchtold , da keim","acm sigmod ,",None
6270,298,47064,0,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000,"design , implementation , and performance of the lham log-structured history data access method","p muth , a pick , g weikum","proceedings of the international conference on very large & hellip ; ,",1998.0
6271,845,30447,1,terraserver : a spatial data warehouse,"t barclay , d slutz , j gray",sigmod conference,2000,terraserver : a spatial data warehouse,"t barclay , dr slutz , j gray","sigmod conference ,",None
6272,603,47632,0,dyda : data warehouse maintenance in fully concurrent environments,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001,andj . widom . view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer",proceedings of acm sigmod conference ( june,None
6273,831,9752,0,the third manifesto,"h darwen , c date",sigmod record,1995,the sabermetric manifesto,d grabiner,None,None
6274,2571,61304,0,reordering query execution in tertiary memory databases,"s sarawagi , m stonebraker",vldb,1996,query execution scheduling in parallel object-oriented databases,"d taniar , chc leung","information & software technology ,",1999.0
6275,2194,48037,0,application servers and associated technologies,None,None,2002,"analyzing the application asp concept : technologies , economies , and strategies",kr walsh,"communications-acm ,",2003.0
6276,1341,57454,1,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,efficient view maintenance at data warehouses,t yurek,None,1997.0
6277,70,34118,0,foundations of statistical natural language processing - book review,None,None,2002,a review of statistical language processing techniques,"j mcmahon , fj smith","artificial intelligence review ,",1998.0
6278,1633,45119,0,keynote address,None,None,1995,keynote address,f baskett,"international symposium on shared memory multiprocessing ,",None
6279,1431,9846,0,query optimization for xml,"j mchugh , j widom",vldb,1999,parametric query optimization,"ye ioannidis , rt ng , k shim , tk sellis","the vldb journal the international journal on very large & hellip ; ,",1997.0
6280,95,39932,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,mining fuzzy association rules,"kcc chan , wh au",None,None
6281,698,3616,1,illustra 's web datablade module,j gaffney,sigmod record,1996,lllustra 's web datablade module,j gaffney,"sigmod record ,",1996.0
6282,502,49974,0,dynamic multidimensional histograms,"n thaper , s guha , p indyk , n koudas",sigmod conference,2002,dynamic maintenance of wavelet-based histograms,"y matias , js vitter , m wang","vldb ,",2000.0
6283,581,51641,0,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
6284,798,60153,1,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995,metu interoperable database system,"a dogac , e kilic , g ozhan , f ozcan , s nural , b","sigmod record ,",1995.0
6285,1981,4615,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,metu object-oriented database system,a dogacâ ? ¦,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",None
6286,983,33369,1,using metadata for the intelligent browsing of structured media objects,"w grosky , f fotouhi , i sethi",sigmod record,1994,"using metadata for the intelligent browsing of structured media objects , managing multimedia data :","wi grosky , f fotouhi , z jiang",None,1998.0
6287,1023,16644,1,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",sigmod conference,1999,selectivity estimationinspatial databases,"s acharya , v poosala , s ramaswamy","proc . acm sigmod ,",None
6288,1930,24966,0,standards for databases on the grid,"s malaika , a eisenberg , j melton",sigmod record,2003,standard for multimedia databases,jr smith,"proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
6289,1039,55539,1,visual web information extraction with lixto,"r baumgartner , s flesca , g gottlob",vldb,2001,visual web information extraction with lixto,"g gottlob , r baumgartner , s flesca","proc . vldb ,",None
6290,1962,46619,0,peer-to-peer : harnessing the power of disruptive technologies,m nascimento,sigmod record,2003,"peer-to-peer { harnessing the power of disruptive technologies , ch . accountability","r dingledine , mj freedman , d molnar",None,2001.0
6291,960,53286,0,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,a model of queries for object-oriented databases,kw kun,"proc of the 1989 vldb co @ , amsterdam , the netherlands , aug ,",None
6292,1929,8509,0,declustering databases on heterogeneous disk systems,"l chen , d rotem , s seshadri",vldb,1995,integration of heterogeneous databases,jma dãaz,None,None
6293,1526,50993,0,explaining differences in multidimensional aggregates,s sarawagi,vldb,1999,approximate computation of multidimensional aggregates in a data warehouse,"r pears , m mansfield","annual conference proceedings of the national advisory & hellip ; ,",None
6294,2018,23618,0,xml schemas in oracle xml db,"r murthy , s banerjee",vldb,2003,xml schema,dc fallsideâ ? ¦,None,None
6295,1076,55730,1,"of crawlers , portals , mice and men : is there more to mining the web ? ( panel )","m garofalakis , s ramaswamy , r rastogi , k shim",sigmod conference,1999,"of crawlers , portals . mice and men : is there more to mining the web ?","mn garofalakis , s ramaswamy , r rastogi , k shim","sigmod record ,",1999.0
6296,1545,11166,1,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","c faloutsos , k lin",sigmod conference,1995,"a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","c faloutsos , k lin",management of,None
6297,1840,54595,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,a data base management system design philosophy,tj cook,"proceedings of the 1975 acm sigmod international conference & hellip ; ,",1975.0
6298,12,46567,0,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,to multimedia databases in proc,"d woelk , w kim , wlaoo approach",acm,None
6299,5,36827,0,schema and database evolution in the o2 object database system,"f ferrandina , t meyer , r zicari , g ferran , j madec",vldb,1995,queries and updates in the codb p2p database system,"e franconi , g kuper , a lopatenko , i zaihrayeu",None,2004.0
6300,1756,22731,0,selectivity estimation in extensible databases - a neural network approach,"m lakshmi , s zhou",vldb,1998,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",None,None
6301,1875,22976,0,distributed deviation detection in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d gunopulos",sigmod record,2003,distributed management in local area networks,"tw page jr , gj popek","proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",1985.0
6302,131,54566,0,on database theory and xml,d suciu,sigmod record,2001,on database logic,be jacobs,"journal of the acm ( jacm ) ,",1982.0
6303,1162,62809,1,your mediators need data conversion !,"s cluet , c delobel , j simщon , k smaga",sigmod conference,1998,your mediators need data conversion !,"s cluet , c delobel",None,None
6304,1256,49500,0,java and relational databases : sqlj ( tutorial ),None,None,1998,watermark relational databases,"r agrawal , j kiernan","proc . of the 28th inter . conf . on very large data bases ,",None
6305,1829,50005,0,open object database management systems,None,None,1994,multimedia database management systems,g lu,None,1999.0
6306,758,61117,0,the mariposa distributed database management system,j sidell,sigmod record,1996,the object-oriented database system manifesto,"mp atkinson , f bancilhon , dj dewitt , kr dittrich ,","sigmod conference ,",1990.0
6307,860,25847,1,xmill : an efficient compressor for xml data,"h liefke , d suciu",sigmod conference,2000,xmill : an efficient compressor for xml data,"l hartmut , d suciu",None,None
6308,812,5278,0,editor 's notes and erratum,None,None,1994,editor 's notes,nl smith,"new directions for program evaluation ,",1981.0
6309,1785,27054,0,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,low-cost compensation-based query processing,"o grwlen , so hvasshovd , o torbjgrnsen",None,None
6310,2525,32193,0,thщmis : a database programming language handling integrity constraints,"v benzaken , a doucet",vldb j.,1995,type inference in a database programming language,"a ohori , p buneman",None,None
6311,691,57444,1,integrating contents and structure in text retrieval,"r baeza-yates , g navarro",sigmod record,1996,integrating content and structure in text retrieval,g navarro,"sigmod record ,",1996.0
6312,1954,20026,0,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,shrikant . mining association rules between sets of items in large databases,"r agrawal , t imielinski andr",proceedings of acm sigmod conference on management of,None
6313,1645,26165,0,design and analysis of parametric query optimization algorithms,s ganguly,vldb,1998,perturbation analysis of optimization problems,"jf bonnans , a shapiro",None,2000.0
6314,720,21422,0,dynamic information visualization,y ioannidis,sigmod record,1996,special section on information visualization,"t catarci , if cruz","acm sigmod record ,",None
6315,2042,10708,1,who needs xml databases ?,s cluet,vldb,2003,who needs xml databases ?,s cluet,"proceedings of the international conference on very large & hellip ; ,",2003.0
6316,428,17062,0,nsf workshop on industrial/academic cooperation in database systems,None,None,1999,query optimization in database systems,"m jarke , j koch",None,None
6317,2538,8129,0,an introduction to spatial database systems,r gќting,vldb j.,1994,designing relational database systems,r riordan,None,1999.0
6318,770,42893,1,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh , k hua",sigmod conference,2000,an efficient and cost-effective technique for browsing and indexing large video databases,"jh oh , ka hua","proc . of 2000 acm sigmod intl. conf . on management of data ,",2000.0
6319,1340,58965,0,what is the nearest neighbor in high dimensional spaces ?,"a hinneburg , c aggarwal , d keim",vldb,2000,fast outlier detection in high dimensional spaces,"f angiulli , c pizzuti",None,None
6320,1840,52385,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,rule management in objectoriented database systems,"o diaz , nw paton , pmd gray","proc . vldb ,",None
6321,56,53525,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,concurrency controlin groupware systems,"ca ellis , sj gibbs","proceedingsofthe acm sigmod conference on management ofdata , & hellip ; ,",None
6322,562,56907,0,converting relational to object-oriented databases,j fong,sigmod record,1997,semantic modeling of object oriented databases,m bouzeghoub,"vldb ,",1991.0
6323,1842,42183,0,dwms : data warehouse management system,n mohan,vldb,1996,load shedding in a data stream management system,"q jiang , s chakravarthy",None,None
6324,996,18378,0,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,transaction management in the r * distributed database management system,"c mohan , b lindsay , r obermarck","acm transactions on database systems ,",1986.0
6325,464,408,0,database research at the university of oklahoma,"l gruenwald , l brown , r dirckze , s guinepain , c sсnchez , b summers , s vanichayobon",sigmod record,1999,data and knowledge base research at hong kong university of science and technology,"p drew , b hamidzadeh , k karlapalem , acy kean , dl","sigmod record ,",1995.0
6326,2500,13004,0,e-services - guest editorial,None,None,2001,editorial,"s garrett , d sheat","bt technology journal ,",2002.0
6327,1200,49648,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,introduction to object-oriented databases,"ma garvey , ms jackson","information and software technology ,",1989.0
6328,464,51641,0,database research at the university of oklahoma,"l gruenwald , l brown , r dirckze , s guinepain , c sсnchez , b summers , s vanichayobon",sigmod record,1999,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
6329,1465,34736,0,the persistent cache : improving oid indexing in temporal object-oriented database systems,k nјrvхg,vldb,1999,a model for schema evolution in object-oriented database systems,s monk,None,None
6330,123,1829,1,parameterized complexity for the database theorist,m grohe,sigmod record,2002,the parameterized complexity of database queries,m grohe,None,None
6331,1895,45743,0,chair 's message,None,None,2003,treasurer 's message,j hammer,sigmod,2000.0
6332,2609,3542,0,information retrieval from an incomplete data cube,c dyreson,vldb,1996,xml and information retrieval :,"d carmel , y maarek , a softer","sigmod record ,",2001.0
6333,2534,13949,1,alphasort : a cache-sensitive parallel external sort,"c nyberg , t barclay , z cvetanovic , j gray , d lomet",vldb j.,1995,alphasort : a cache-sensitive parallel external sort,"d lomet , t barclay , c nyberg , z cvetanovic , j gray",None,None
6334,267,38677,0,editor 's notes,m franklin,sigmod record,1999,editor 's notes,te cyrs,"new directions for teaching and learning ,",None
6335,2055,54226,1,efficacious data cube exploration by semantic summarization and compression,"l lakshmanan , j pei , y zhao",vldb,2003,efficacious data cube exploration by semantic summarization and compression,"lvs lakshmanan , j pei , y zhao","vldb ,",2003.0
6336,1828,51185,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,optimization of query evaluation algorithms,sb yao,"acm transactions on database systems ,",1979.0
6337,713,39854,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,management of xml documents without schema in relational database systems,t kudrass,None,None
6338,657,16624,0,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,unisql 's next-generation object-relational,o foundation,"sigmod record ,",1996.0
6339,2239,63556,1,provisions and obligations in policy management and security applications,"c bettini , s jajodia , x wang , d wijesekera",vldb,2002,provisions and obligations in policy rule management,"c bettini , s jajodia , xs wang , d wijesekera","journal of network and systems management ,",2003.0
6340,1543,14087,0,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,fast algorithm to find frequent item . sets for mining of association rules,"xp du , k kaneko , a makinouchi","proc . int conf info society in the 21st century : emerging & hellip ; ,",None
6341,291,43123,0,adaptive filters for continuous queries over distributed data streams,"c olston , j jiang , j widom",sigmod conference,2003,continuously adaptive continuous queries over streams,"j hellerstein , s madden , v raman , m shah","proc . 2002 acm sigmod conf ,",None
6342,1429,9943,0,optimizing queries over multimedia repositories,"s chaudhuri , l gravano",sigmod conference,1996,optimizing queries across diverse data sources,"h laura , hd kossmann , el wimmersâ ? ¦","ptoc . 23rd int . conf . on vety large data bases ,",None
6343,1749,25768,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,an evaluation of buffer replacement strategies for relational database systems,"h chou , d dewitt","proc . llth international conf . on vldb ,",None
6344,1012,60017,0,online association rule mining,c hidber,sigmod conference,1999,preserving privacy in data preparation for association rule mining,"n zhang , s wang , w zhao",None,None
6345,2280,31468,0,guest editorial,None,None,2003,guest editorial,"m huhns , g weiss","machine learning ,",1998.0
6346,132,34902,0,naos - efficient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , t svensen",vldb,1994,extending the object-oriented database management system vodak with active capabilities,"d darmstadt , w klas , w obermair",None,None
6347,405,8337,0,adept : an agent-based approach to business process management,"n jennings , t norman , p faratin",sigmod record,1998,an ontology-based approach to ecatalogue management,"z cui , jw shepherdson , y li","bt technology journal ,",2003.0
6348,1922,2235,0,editor 's notes,l liu,sigmod record,2003,editor 's notes,r goldstein,"the american statistician ,",1996.0
6349,333,30212,0,constraint databases : a tutorial introduction,j bussche,sigmod record,2000,â ?? parlog : a tutorial introduction .,d gilbert,None,None
6350,1640,17171,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,sampling large databases for finding association rules,h toivonen,"proceedings of the 22nd international conference on very & hellip ; ,",None
6351,2208,62336,0,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,mind : a scalable mining for classifier in relational databases,"m wang , b iyer , js vitter","proceedings of the acm sigmod workshop on research issues on & hellip ; ,",None
6352,1574,27843,1,data extraction and transformation for the data warehouse,c squire,sigmod conference,1995,data extraction and transformation for the data warehouse,c squire,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
6353,964,5702,0,integration of spatial join algorithms for processing multiple inputs,"n mamoulis , d papadias",sigmod conference,1999,1994 . multi-step processing of spatial joins,"t brinkho , hp kriegel , r schneider , b seeger",proc . acm sigmod int . conf . on management of,None
6354,904,23390,0,image mining in iris : integrated retinal information system,"w hsu , m lee , k goh",sigmod conference,2000,image computing for visual information systems,ik sethi,None,None
6355,1981,19278,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,a taxonomy for object-oriented secure databases,"m olivier , s von solms","acm tods ,",None
6356,1807,3179,0,fast nearest neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996,nearest neighbor search in large metric space,s brin,proceedings of the 21th international conference on very,None
6357,1717,18140,0,fast subsequence matching in time-series databases,"c faloutsos , m ranganathan , y manolopoulos",sigmod conference,1994,general match : a subsequence matching method in time-series databases based on generalized windows,"ys moon , ky whang , ws han","sigmod conference ,",2002.0
6358,2506,3946,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,querying object-orienteddatabases,"wk michaelkifer , y sagiv","proc . of acm sigmod ,",None
6359,1099,3872,0,electronic commerce : tutorial,"n adam , y yesha",sigmod conference,1998,electronic commerce technologies,w kou,None,2001.0
6360,1757,35720,0,evolving teradata decision support for massively parallel processing with unix,c ballinger,sigmod conference,1994,image processing on the massively parallel processor,jl potter,"ieee computer ,",None
6361,1901,772,0,guest editor 's introduction,None,None,2003,guest editor 's introduction : user interfacesâ ¿ opening a window on the computer,d hix,"ieee software ,",1989.0
6362,459,42880,1,gea : a toolkit for gene expression analysis,"j phan , r ng",sigmod conference,2002,gea : a toolkit for gene expression analysis,"jm phan , rt ng",None,None
6363,298,40146,0,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000,improving the performance of cgi compliant database gateways,"s hadjiefthymiades , d martakos","www6 / computer networks ,",1997.0
6364,2478,34389,0,supporting efficient multimedia database exploration,"w li , k candan , k hirata , y hara",vldb j.,2001,facilitating multimedia database exploration through visual interfaces and perpetual query,"ws li , k hirata , y hara","vldb ,",1997.0
6365,1015,8077,0,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994,a new deadlock detection algorithms for distributed real-time database sys terns,"c yeung , s hung",None,None
6366,2392,52796,0,semantic caching of web queries,"b chidlovskii , u borghoff",vldb j.,2000,semantic queries with pictures,"a gupta , t weymouth , r jain","proceedingsof the 17th international conferenceof vldb ,",None
6367,1699,5356,1,data modeling of time-based media,"s gibbs , c breiteneder , d tsichritzis",sigmod conference,1994,"data modeling of time-based mediaâ '' , the proceedings of the acm-sigmod 1994","s gibbs , c breiteneder , dc tsichritzis",conference on management,None
6368,1912,40808,0,m-tree : an efficient access method for similarity search in metric spaces,"p ciaccia , m patella , p zezula",vldb,1997,index-driven similarity search in metric spaces,"gr hjaltason , h samet","acm transactions on database systems ,",2003.0
6369,1840,20528,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,the multidimensional database system rasdaman,"p baumann , a dehmel , p furtado , r ritsch , n",None,None
6370,141,26315,0,semantic integration in heterogeneous databases using neural networks,"w li , c clifton",vldb,1994,graphical interaction with heterogeneous databases,"t catarci , g santucci , j cardiff","the vldb journal the international journal on very large & hellip ; ,",1997.0
6371,581,16274,0,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,database research at bilkent university,ã ? ulusoy,"sigmod record ,",2005.0
6372,178,14753,0,continuous queries over data streams,"s babu , j widom",sigmod record,2001,on computing correlated aggregates over continual data streams,"j gehrke , f korn , d srivastava","sigmod conference ,",2001.0
6373,867,51038,1,multi-table joins through bitmapped join indices,"p o'neil , g graefe",sigmod record,1995,multi-table joins through bitmapped join indices,", g graefe","sigmod record ,",1995.0
6374,256,859,1,hilbert r-tree : an improved r-tree using fractals,"i kamel , c faloutsos",vldb,1994,hilbert r-tree : an improved r-tree using fractals,"i kamel , c faloutsos",None,None
6375,1735,9731,0,wavecluster : a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami , s chatterjee , a zhang",vldb,1998,wavecluster : a wavelet-based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang","the vldb journal the international journal on very large & hellip ; ,",2000.0
6376,2300,28437,1,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,a taxonomy for secure object-oriented databases,"ms olivier , sh von solms","acm transactions on database systems ,",1994.0
6377,1683,46004,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , ts naos-e-cient","proceedings of the 20th international conference on very & hellip ; ,",None
6378,1131,19222,0,efficiently mining long patterns from databases,r jr.,sigmod conference,1998,efficiently monitoring relational databases,"op buneman , ek clemons","acm transactions on database systems ( tods ) ,",1979.0
6379,2301,967,0,using semantic values to falilitate interoperability among heterogeneous information systems,"e sciore , m siegel , a rosenthal",acm trans . database syst .,1994,interoperating geographic information systems,mf goodchildâ ? ¦,None,1999.0
6380,379,23228,1,re-designing distance functions and distance-based applications for high dimensional data,c aggarwal,sigmod record,2001,re-designing distance functions and distance-based applications for high dimensional applications,cc aggarwal,"proc . of sigmod-pods ,",None
6381,243,13871,0,reasoning about spatial relationships in picture retrieval systems,"a sistla , c yu , r haddad",vldb,1994,similarity based retrieval of pictures using indices on spatial relationships,"ap sistla , c yu , c liu , k liu","proceedings of the international conference on very large & hellip ; ,",1995.0
6382,2015,40508,1,tabular placement of relational data on mems-based storage devices,"h yu , d agrawal , a abbadi",vldb,2003,tabular placement of relational data on mems-based storage devices,"h yu , d agrawal","vldb ,",2003.0
6383,1681,23578,0,describing and using query capabilities of heterogeneous sources,"v vassalos , y papakonstantinou",vldb,1997,querying heterogeneous information sources using source descriptions,"y alon , ar levy , jo joann","the proc . of the int . conf . on very large data bases ( vldb ) , & hellip ; ,",None
6384,772,44984,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,efficiently mining large patterns from databases,rj bayardo,"proc . 1998 acm sigmod ,",None
6385,2428,27387,0,garbage collection in object-oriented databases using transactional cyclic reference counting,"p roy , s seshadri , a silberschatz , s sudarshan , s ashwin",vldb j.,1998,partition selection policies in object oriented database garbage collection,"je cook , al wolf , bg zorn",None,1994.0
6386,2183,35571,1,data management for pervasive computing,"m cherniack , m franklin , s zdonik",vldb,2001,data management for pervasive computing,"m cherniack , mj franklin , sb zdonik","& hellip ; international conference on very large data bases table of & hellip ; ,",2001.0
6387,670,41474,0,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996,design criteria for distributed database systems,tl kunii,"vldb ,",1977.0
6388,2364,14640,0,conceptual schema analysis : techniques and applications,"s castano , v antonellis , m fugini , b pernici",acm trans . database syst .,1998,techniques and applications,m views,"montreal , canada , june ,",None
6389,441,26044,0,semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999,path constraints on structured and semistructured data,"p buneman , w fan , s weinstein","proc . acm pods conference ,",None
6390,172,32213,1,research in multi-organizational processes and semantic information brokering at the lsdis lab,"a sheth , j miller , k kochut , i arpinar",sigmod record,2001,research in multi-organizational processes and semantic information brokering at the lsdis lab,"a sheth , j miller , k kochut , b arpinar","sigmod record ,",2001.0
6391,562,52181,0,converting relational to object-oriented databases,j fong,sigmod record,1997,an object-oriented approach to multimedia databases,"d woelk , w kim",None,None
6392,657,2073,0,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,ql et . al. on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt","sigmod , santa barbara , california ,",None
6393,1129,17911,0,automatic subspace clustering of high dimensional data for data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan",sigmod conference,1998,density-connected subspace clustering for high-dimensional data,"k kailing , hp kriegel , p kroger",None,None
6394,19,10705,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,depth-first generation of large itemsets for association rules,"r agrawal , c aggarwal , v prasad","proc . 2000 acm knowledge discovery and data mining conf ,",None
6395,1431,30776,0,query optimization for xml,"j mchugh , j widom",vldb,1999,query optimization for parallel execution,"sg ghk , w hasan , r krishnamurthy",proceedings of the acm sigmod international conference on,None
6396,2160,53480,1,extending an ordbms : the statemachine module,"w mahnke , c mathis , h steiert",vldb,2002,extending an ordbms : the statemachine module,"w mahnke , c mathis , hp steiert , ag daimlerchrysler",None,None
6397,749,3833,0,incremental data structures and algorithms for dynamic query interfaces,"e tanin , r beigel , b shneiderman",sigmod record,1996,incremental distance join algorithms for spatial databases,grhh samet,proc . of the acm sigmod,None
